CreatedMonthNo,CreatedWeekNo,IssueDate,PermitElapsedDays,ProjectValue,TypeOfWork,PermitCategory,PropertyUse,IssueYear,GeoLocalArea
11,45,27-09-2017,329,800000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Grandview-Woodland
11,45,26-05-2017,203,726000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Sunset
11,45,03-04-2018,515,550000,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Hastings-Sunrise
11,45,27-06-2017,235,675492,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Killarney
11,45,21-03-2018,502,150000,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Sunset
11,45,11-04-2017,158,160750,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
11,46,21-09-2017,318,165000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
11,46,10-09-2018,670,270000,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Dunbar-Southlands
11,46,19-06-2017,221,1019575,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Sunset
11,47,12-01-2017,59,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2017,West End
11,47,20-03-2017,126,225000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Sunset
11,47,12-01-2017,59,165000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2017,West End
11,47,13-10-2017,333,696500,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Killarney
11,47,13-10-2017,333,159250,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Killarney
11,47,11-01-2017,57,28000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Fairview
11,47,18-01-2017,64,350000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Retail Uses",2017,Strathcona
11,47,31-08-2017,289,196175,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Killarney
11,47,02-02-2017,78,25000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kitsilano
11,47,21-06-2017,217,160000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Victoria-Fraserview
11,47,03-02-2017,78,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Downtown
11,47,20-06-2017,215,704530,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Arbutus Ridge
11,47,24-01-2017,67,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
11,48,08-03-2017,107,101500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2017,South Cambie
11,48,12-07-2017,232,25000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2017,Renfrew-Collingwood
11,48,12-01-2017,51,56000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Marpole
11,48,27-01-2017,66,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Killarney
11,48,24-11-2017,367,1384800,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Kerrisdale
11,48,11-01-2017,50,92000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
11,48,21-08-2017,272,718500,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Kensington-Cedar Cottage
11,48,20-01-2017,58,15000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Strathcona
11,48,13-07-2017,232,850000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Dunbar-Southlands
11,49,06-06-2017,190,704750,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
11,49,06-06-2017,190,160500,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
11,49,07-04-2017,129,178250,New Building,New Build - Standalone Laneway,Dwelling Uses,2017,Sunset
11,49,20-07-2017,233,171000,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
11,49,06-01-2017,38,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Riley Park
11,49,07-02-2018,435,187505,New Building,New Build - Standalone Laneway,Dwelling Uses,2018,Victoria-Fraserview
11,49,08-09-2017,283,174750,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Renfrew-Collingwood
11,49,10-10-2017,315,171040,New Building,New Build - Standalone Laneway,Dwelling Uses,2017,Victoria-Fraserview
11,49,18-01-2017,49,2000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Victoria-Fraserview
11,49,15-02-2017,77,450000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Fairview
12,49,01-03-2017,90,40000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2017,Downtown
12,49,04-07-2017,215,675275,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Sunset
12,49,13-01-2017,43,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Mount Pleasant
12,49,10-03-2017,99,80000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Sunset
12,49,03-02-2017,64,50000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2017,Fairview
12,49,17-01-2017,46,58500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Fairview
12,49,25-10-2017,327,973500,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Renfrew-Collingwood
12,50,23-01-2017,49,40000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
12,50,21-02-2017,75,30000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,West End
12,50,06-03-2017,88,60000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2017,Riley Park
12,50,09-11-2017,336,534250,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
12,50,02-10-2017,297,633750,New Building,New Build - Low Density Housing,Dwelling Uses,2017,Hastings-Sunrise
12,50,24-01-2017,46,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Fairview
12,51,19-01-2017,37,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2017,Downtown
12,51,15-02-2017,63,1000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2017,Strathcona
12,51,23-02-2017,71,1000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,South Cambie
12,51,15-09-2021,274,925250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
12,51,08-02-2021,54,5000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,West End
12,52,18-05-2021,148,721250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Sunset
12,52,10-05-2021,140,850500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,West Point Grey
12,52,04-02-2021,44,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Mount Pleasant
12,52,30-03-2021,97,160750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Sunset
12,52,18-05-2021,146,712725,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Sunset
12,52,24-03-2021,91,40000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Fairview
12,52,02-02-2021,40,120000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Kitsilano
1,2,23-03-2021,77,10000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kitsilano
1,2,22-02-2021,48,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Manufacturing Uses,2021,Grandview-Woodland
1,2,02-02-2021,27,30000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Kensington-Cedar Cottage
1,2,11-03-2021,64,4200,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Strathcona
1,2,26-07-2021,200,150000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,West Point Grey
1,2,02-03-2021,54,475000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,2,23-03-2021,74,65000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kerrisdale
1,2,21-05-2021,133,275000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,3,03-03-2021,49,120000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
1,3,01-06-2021,138,704467.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
1,4,07-04-2021,79,200000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Kitsilano
1,4,05-03-2021,45,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Riley Park
1,4,01-03-2021,39,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Riley Park
1,4,09-03-2021,47,90500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West Point Grey
1,5,18-02-2021,24,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
1,5,16-04-2021,80,100000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
1,5,01-03-2021,34,15000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
1,5,02-03-2021,35,10000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Hastings-Sunrise
1,5,03-03-2021,34,5000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Service Uses",2021,Renfrew-Collingwood
1,5,25-02-2021,27,95000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,5,18-05-2021,109,132000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Sunset
2,6,16-04-2021,74,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Strathcona
2,6,31-05-2021,118,140000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Mount Pleasant
2,6,14-04-2021,70,65000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
2,6,07-04-2021,63,12000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Fairview
2,7,02-07-2021,144,163500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
2,8,17-05-2021,88,636000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kitsilano
2,8,09-07-2021,140,129500,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Kensington-Cedar Cottage
2,8,05-04-2022,410,383250,New Building,New Build - Low Density Housing,Dwelling Uses,2022,Renfrew-Collingwood
2,9,16-06-2021,114,704500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
2,9,26-08-2021,185,632750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
2,9,07-04-2021,43,130000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
2,9,25-03-2021,30,75000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
2,9,24-03-2021,29,50000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Service Uses",2021,Mount Pleasant
2,9,01-12-2021,280,1432500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Marpole
2,9,23-08-2021,179,74691.52,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Kensington-Cedar Cottage
2,9,28-07-2021,153,938875,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
2,9,30-04-2021,64,245000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kitsilano
3,10,06-04-2021,35,4250,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Dwelling Uses,Retail Uses",2021,Downtown
3,10,16-08-2021,168,771750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
3,10,27-04-2021,55,30000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
3,11,27-04-2021,48,45000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Renfrew-Collingwood
3,11,07-04-2021,28,500000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
3,11,01-10-2021,204,214750,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Kensington-Cedar Cottage
3,11,21-04-2021,41,1212000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Downtown
3,11,09-05-2022,423,148000,New Building,New Build - Standalone Laneway,Dwelling Uses,2022,Kensington-Cedar Cottage
3,11,03-05-2021,52,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kitsilano
1,4,01-06-2021,130,811795,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Grandview-Woodland
1,4,17-06-2021,146,225000,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Killarney
2,6,17-09-2021,224,635725,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
2,7,30-06-2021,142,149087.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
2,7,03-03-2021,23,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
2,7,19-05-2021,99,25000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Live-Work Uses,2021,Downtown
2,7,17-05-2021,97,25000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Live-Work Uses,2021,Downtown
2,7,27-05-2021,106,70000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Hastings-Sunrise
2,7,04-08-2022,540,760550,New Building,New Build - Low Density Housing,Dwelling Uses,2022,Killarney
2,7,04-08-2022,540,173840,New Building,New Build - Low Density Housing,Dwelling Uses,2022,Killarney
2,7,13-08-2021,182,520790,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kitsilano
2,8,25-03-2021,37,4800,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Cultural/Recreational Uses,2021,Strathcona
2,8,25-03-2021,37,2600,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Dwelling Uses,Retail Uses",2021,Strathcona
2,8,01-06-2021,104,204880,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Marpole
2,8,15-07-2021,147,1219750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Arbutus Ridge
2,8,27-08-2021,190,205500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,West End
2,8,16-03-2021,25,200000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Fairview
2,9,15-04-2021,51,50000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Arbutus Ridge
3,10,23-03-2021,22,23000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,West End
3,10,01-02-2023,702,15000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2023,Victoria-Fraserview
3,10,27-04-2021,55,5000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,West End
3,10,23-06-2021,112,200000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Downtown
3,10,12-11-2021,254,603500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,West Point Grey
3,10,14-07-2021,132,220750,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Oakridge
3,10,21-08-2021,170,747562.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Grandview-Woodland
3,10,18-11-2021,258,750685,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
3,11,17-12-2021,284,90000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
3,11,08-04-2021,30,300000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Strathcona
3,11,15-02-2022,343,130460,New Building,New Build - Low Density Housing,Dwelling Uses,2022,Renfrew-Collingwood
3,11,07-04-2021,28,40000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Cultural/Recreational Uses,2021,Strathcona
3,11,03-02-2022,330,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2022,Victoria-Fraserview
3,11,22-04-2021,43,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
3,11,21-04-2021,41,425000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
3,11,18-05-2021,67,520000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2021,West End
6,25,20-07-2021,35,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
6,25,20-07-2023,764,630750,New Building,New Build - Low Density Housing,Dwelling Uses,2023,Sunset
6,25,04-08-2021,48,165000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Hastings-Sunrise
6,25,28-07-2021,41,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
6,25,22-07-2021,34,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
6,25,29-07-2021,41,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
10,42,09-11-2017,21,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kitsilano
10,42,16-11-2017,28,20000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Arbutus Ridge
10,42,10-07-2018,263,704500,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Kitsilano
10,42,17-11-2017,28,275000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Kitsilano
10,42,17-11-2017,28,250000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
10,43,05-03-2018,133,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Sunset
10,43,28-11-2017,36,85000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Arbutus Ridge
10,43,06-12-2017,44,80000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kensington-Cedar Cottage
10,43,06-11-2017,13,7000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
10,43,15-11-2017,22,40000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
10,43,11-01-2018,78,50000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2018,South Cambie
10,43,18-09-2018,327,1204267.5,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Oakridge
10,43,08-12-2017,43,140000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Utility and Communication Uses,2017,Strathcona
10,43,03-11-2017,8,18325,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
10,43,02-11-2017,6,60000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
10,44,27-11-2017,28,10000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Downtown
10,44,12-06-2018,225,895250,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Sunset
10,44,12-06-2018,225,203750,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Sunset
11,44,12-06-2018,223,225000,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Killarney
11,44,09-11-2017,7,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kitsilano
11,44,22-11-2017,19,25000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Arbutus Ridge
11,45,15-01-2018,70,10000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Grandview-Woodland
11,45,16-01-2018,70,45000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,West Point Grey
11,45,18-01-2018,72,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Arbutus Ridge
11,45,13-03-2018,126,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Hastings-Sunrise
11,45,08-06-2018,213,633225,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Renfrew-Collingwood
11,45,09-11-2017,1,17300,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kitsilano
11,45,28-06-2018,232,143872.5,New Building,New Build - Standalone Laneway,Dwelling Uses,2018,Victoria-Fraserview
11,45,12-12-2017,33,200000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Kitsilano
11,45,21-11-2017,12,5000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2017,Downtown
11,45,25-01-2018,77,125000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2018,Kitsilano
11,45,14-08-2018,278,480820,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Grandview-Woodland
11,45,18-06-2018,221,581250,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Renfrew-Collingwood
11,45,14-12-2017,34,4500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kitsilano
11,45,25-05-2018,196,625500,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Riley Park
11,45,14-12-2017,34,1304800,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2017,West End
11,45,15-12-2017,35,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,West End
11,45,24-08-2018,287,165250,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Hastings-Sunrise
11,45,07-12-2017,27,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Marpole
11,45,22-11-2017,12,4000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2017,Grandview-Woodland
11,45,19-12-2017,39,250000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Oakridge
11,46,11-10-2018,330,216100,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Victoria-Fraserview
11,46,05-12-2017,19,7000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Retail Uses,Service Uses",2017,Downtown
11,46,22-11-2017,6,2500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Grandview-Woodland
11,46,21-12-2017,35,30000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
11,46,16-05-2018,180,603750,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Mount Pleasant
11,47,29-03-2018,129,187000,New Building,New Build - Standalone Laneway,Dwelling Uses,2018,Hastings-Sunrise
11,47,30-05-2018,191,135000,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Renfrew-Collingwood
11,47,11-12-2017,21,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2017,Downtown
11,47,15-01-2018,56,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2018,Downtown
11,47,20-12-2017,29,35000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2017,Arbutus Ridge
11,47,17-01-2018,57,3500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2018,Riley Park
11,47,04-01-2018,44,35000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Kitsilano
11,47,13-08-2018,264,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2018,Sunset
11,47,29-11-2017,6,6000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2017,Hastings-Sunrise
11,47,10-01-2018,48,95000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2018,Strathcona
11,47,16-01-2018,53,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Kitsilano
11,48,11-01-2018,45,22000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2018,Downtown
11,48,25-01-2018,59,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Kitsilano
11,48,19-01-2018,53,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2018,Strathcona
11,48,07-03-2018,99,727345,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Renfrew-Collingwood
11,48,11-06-2018,195,934897.5,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Kensington-Cedar Cottage
11,48,31-01-2018,64,0,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Killarney
11,48,25-01-2019,423,0,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2019,Killarney
11,48,12-02-2019,441,0,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2019,Killarney
11,48,25-01-2019,423,0,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2019,Killarney
11,48,12-01-2018,45,75000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Riley Park
11,48,01-06-2018,185,710250,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Sunset
11,48,04-12-2017,6,20000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2017,Kitsilano
11,48,12-01-2018,44,15475,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Downtown
11,48,23-08-2018,267,998000,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Killarney
11,48,06-02-2018,69,655000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Kitsilano
11,48,28-06-2018,210,708695,New Building,New Build - Low Density Housing,Dwelling Uses,2018,Hastings-Sunrise
11,48,30-05-2018,181,137280,New Building,New Build - Standalone Laneway,Dwelling Uses,2018,Killarney
12,48,02-02-2018,63,135000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2018,Hastings-Sunrise
12,48,20-02-2018,81,8800,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2018,Renfrew-Collingwood
