CreatedMonthNo,CreatedWeekNo,IssueDate,PermitElapsedDays,ProjectValue,TypeOfWork,PermitCategory,PropertyUse,IssueYear,GeoLocalArea
6,26,30-07-2020,35,630000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
6,26,01-02-2021,221,165162.5,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Sunset
6,26,19-11-2020,147,153500,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Marpole
6,26,03-11-2020,130,607000,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Kitsilano
6,27,16-11-2020,140,80000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Mount Pleasant
6,27,15-07-2020,15,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
6,27,22-07-2020,22,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
7,27,11-08-2020,40,25000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
7,27,26-08-2020,55,313000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
7,27,21-07-2020,18,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Hastings-Sunrise
7,28,29-09-2020,85,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Dunbar-Southlands
7,28,13-08-2020,36,2000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2020,Fairview
7,28,05-10-2020,89,214750,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Renfrew-Collingwood
7,28,05-11-2020,120,173000,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Kensington-Cedar Cottage
7,28,06-11-2020,120,152500,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Victoria-Fraserview
7,28,24-08-2020,46,422000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Fairview
7,28,23-11-2020,136,9000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Renfrew-Collingwood
7,29,16-09-2020,65,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Strathcona
7,29,09-11-2020,119,756500,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Grandview-Woodland
7,29,07-08-2020,24,55000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Fairview
7,29,22-09-2020,70,194467.5,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Sunset
7,29,05-01-2021,175,180000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
7,29,28-10-2020,105,161000,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Kensington-Cedar Cottage
7,29,14-10-2020,91,739870,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Kensington-Cedar Cottage
7,29,18-09-2020,65,650000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
7,29,14-10-2020,90,149140,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Renfrew-Collingwood
7,29,07-12-2020,144,735250,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Riley Park
7,29,05-11-2020,111,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Riley Park
7,30,26-08-2020,36,44000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Renfrew-Collingwood
7,30,23-07-2020,0,98000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Marpole
7,30,08-09-2020,46,65000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kensington-Cedar Cottage
7,30,20-08-2020,27,168000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Fairview
7,31,19-10-2020,83,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
7,31,11-08-2020,14,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Marpole
7,31,30-11-2020,122,10000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
7,31,21-09-2020,52,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kitsilano
8,32,04-12-2020,121,156000,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Kitsilano
8,32,03-12-2020,119,145630,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Hastings-Sunrise
8,32,03-09-2020,28,200000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Parking Uses,2020,Downtown
8,32,19-02-2021,196,275000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Riley Park
8,32,13-10-2020,67,175250,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Grandview-Woodland
8,33,09-09-2020,30,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
8,33,08-10-2020,58,229364,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Riley Park
8,33,11-09-2020,30,4500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Renfrew-Collingwood
8,33,13-11-2020,93,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
8,33,21-09-2020,39,85000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Downtown
8,33,17-09-2020,35,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Downtown
8,34,29-10-2020,73,90000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kitsilano
8,34,23-09-2020,37,65000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Killarney
8,34,14-01-2021,149,225000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
8,34,03-11-2020,77,70000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kitsilano
8,34,23-10-2020,65,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Wholesale Uses,2020,Hastings-Sunrise
8,34,29-09-2020,39,35000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
8,35,09-10-2020,46,30000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Fairview
8,35,29-10-2020,66,15000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
8,35,10-06-2021,289,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Dunbar-Southlands
8,35,19-11-2020,86,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Downtown
8,35,30-10-2020,66,3000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Grandview-Woodland
8,35,27-10-2020,61,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Parking Uses,2020,Downtown
8,35,21-10-2020,54,140000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
8,35,21-10-2020,54,4000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Cultural/Recreational Uses,2020,Mount Pleasant
8,36,26-11-2020,87,500000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Wholesale Uses",2020,Renfrew-Collingwood
8,36,09-12-2020,100,723750,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Sunset
8,36,25-05-2021,267,450000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Marpole
8,36,05-01-2021,127,192400,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Renfrew-Collingwood
8,36,26-11-2020,87,147500,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,West Point Grey
9,36,01-10-2020,30,0,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
9,36,01-10-2020,30,0,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
9,36,05-10-2020,34,215000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Dunbar-Southlands
9,36,08-10-2020,37,12000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2020,Hastings-Sunrise
9,36,06-10-2020,34,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
9,36,06-10-2020,34,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
9,36,20-11-2020,78,189500,New Building,New Build - Standalone Laneway,Dwelling Uses,2020,Arbutus Ridge
9,36,29-09-2020,26,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Sunset
9,36,24-11-2020,82,200000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Sunset
9,36,20-11-2020,78,435000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Dwelling Uses,Office Uses",2020,Fairview
9,36,18-01-2021,136,166000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
9,36,14-12-2020,101,1355250,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Kerrisdale
9,37,24-03-2021,197,208000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
9,37,29-09-2020,19,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
9,37,12-03-2021,183,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Grandview-Woodland
9,37,15-12-2020,95,3500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
9,37,08-06-2021,270,583750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
9,37,30-10-2020,49,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Riley Park
9,38,04-01-2021,112,1466735,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Dunbar-Southlands
9,38,07-12-2020,83,1000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kitsilano
9,38,26-11-2020,70,800000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Fairview
9,38,05-10-2020,18,36500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Downtown
9,38,27-10-2020,40,25500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2020,Kensington-Cedar Cottage
9,39,22-01-2021,123,50000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Fairview
9,39,10-11-2020,50,225000,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Dunbar-Southlands
9,39,05-11-2020,45,690000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Downtown
9,39,01-12-2020,71,706500,New Building,New Build - Low Density Housing,Dwelling Uses,2020,Renfrew-Collingwood
9,39,23-11-2020,61,80000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Fairview
9,39,12-03-2021,169,1000000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Sunset
9,39,27-10-2020,32,175000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Mount Pleasant
9,40,21-10-2020,22,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Dunbar-Southlands
9,40,13-01-2021,106,25000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
9,40,11-06-2021,255,802500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
9,40,03-11-2020,34,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2020,Marpole
10,40,04-12-2020,64,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kitsilano
10,40,13-04-2021,193,100000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Renfrew-Collingwood
10,40,17-12-2020,76,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Killarney
10,41,08-09-2021,338,191200,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
10,41,24-11-2020,49,10000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2020,Fairview
10,41,09-06-2021,246,2000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Kitsilano
10,41,04-02-2021,120,207000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
10,41,05-03-2021,147,250000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
10,41,12-08-2021,307,1766250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kerrisdale
10,42,05-11-2020,22,800000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
10,42,15-03-2021,151,710857.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
10,42,15-04-2021,182,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kitsilano
10,42,12-02-2021,120,186000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Dunbar-Southlands
10,42,26-01-2021,102,736207.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
10,43,07-12-2020,48,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Kitsilano
10,43,10-11-2020,21,190000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Downtown
10,43,26-11-2020,37,6500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Marpole
10,43,24-03-2021,154,621750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Riley Park
10,43,03-11-2020,13,300000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Strathcona
10,43,27-01-2021,98,251705,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Renfrew-Collingwood
10,43,18-01-2021,88,148250,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Riley Park
10,43,07-04-2021,167,785740,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Marpole
10,43,17-06-2021,238,703250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Hastings-Sunrise
10,43,27-11-2020,36,60000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
10,43,14-12-2020,52,950220,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
10,44,17-12-2020,50,12000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
10,44,24-12-2020,56,70000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
10,44,26-11-2020,28,4500,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Service Uses",2020,Mount Pleasant
10,44,01-02-2021,95,1010750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Killarney
10,44,13-01-2021,75,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Fairview
10,44,17-12-2020,48,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Riley Park
10,44,16-04-2021,168,875250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Hastings-Sunrise
11,45,20-11-2020,18,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Fairview
11,45,14-01-2021,73,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
11,45,05-03-2021,121,853000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Killarney
11,45,07-12-2020,33,150000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2020,Kensington-Cedar Cottage
11,45,08-12-2020,34,1447100,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
11,45,03-12-2020,28,300000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2020,South Cambie
11,45,24-02-2021,111,250000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
11,45,03-12-2020,28,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
11,45,13-01-2021,68,170000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
11,45,26-10-2021,354,181000,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Sunset
11,46,15-04-2021,157,728500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Riley Park
11,46,17-12-2020,37,45000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Victoria-Fraserview
11,46,24-12-2020,42,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
11,46,21-12-2020,38,175000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2020,Downtown
11,46,24-12-2020,41,30000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Downtown
11,47,08-12-2020,22,175000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Manufacturing Uses,2020,Mount Pleasant
11,47,29-03-2021,133,1078250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
11,47,18-02-2021,92,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kitsilano
11,47,15-12-2020,27,11553,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,West End
11,47,26-02-2021,98,64997.17,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Renfrew-Collingwood
11,47,12-08-2021,265,755250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,
11,48,28-04-2021,156,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
11,48,11-01-2021,48,500000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Retail Uses,Service Uses",2021,Mount Pleasant
11,48,26-01-2021,63,74500,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Dunbar-Southlands
11,48,04-12-2020,10,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Office Uses,Service Uses",2020,Downtown
11,48,11-01-2021,47,150000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Arbutus Ridge
11,48,22-03-2021,116,846980,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Arbutus Ridge
11,48,22-06-2021,208,161750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
11,48,21-05-2021,176,187250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Riley Park
11,48,23-02-2021,89,2000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Downtown
11,48,11-01-2021,45,51000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Mount Pleasant
11,48,27-01-2021,61,70000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
11,49,03-02-2021,65,5000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Kitsilano
11,49,28-01-2021,59,5000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,West End
12,49,26-02-2021,87,40000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Fairview
12,49,14-01-2021,42,7552,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Fairview
12,49,09-02-2021,68,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Downtown
12,50,21-12-2020,14,40000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2020,Riley Park
12,50,12-01-2021,35,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Hastings-Sunrise
12,50,02-02-2021,55,10000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Fairview
12,50,29-03-2021,109,161000,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Victoria-Fraserview
12,50,22-02-2021,73,600000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
12,50,18-05-2021,158,645162.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Riley Park
12,50,18-05-2021,158,203675,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Riley Park
12,51,27-05-2021,164,502750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
12,51,16-02-2021,62,30096,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Retail Uses,Service Uses",2021,Downtown
12,51,18-05-2021,153,218415,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Dunbar-Southlands
12,51,04-02-2021,50,70000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Victoria-Fraserview
12,51,14-05-2021,148,1042500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Kensington-Cedar Cottage
12,52,27-05-2021,157,992250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Hastings-Sunrise
12,52,24-08-2021,246,716750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Hastings-Sunrise
12,52,07-06-2021,167,1017500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Killarney
12,52,07-06-2021,167,225000,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Killarney
12,52,01-03-2021,69,45000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kitsilano
12,52,08-03-2021,75,440000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
12,52,03-02-2021,42,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Fairview
12,52,04-05-2021,131,726100,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Killarney
12,52,31-03-2021,97,749500,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
1,2,04-02-2021,31,35000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Oakridge
1,2,22-02-2021,48,20000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Renfrew-Collingwood
1,2,02-03-2021,56,180000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Fairview
1,2,08-03-2021,61,4800,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Strathcona
1,2,22-04-2021,105,1013750,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Dunbar-Southlands
1,2,12-04-2021,95,183000,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Killarney
1,3,17-02-2021,36,15000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,3,08-03-2021,55,3600,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Downtown
1,3,22-03-2021,69,3516200,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Institutional Uses,2021,Mount Pleasant
1,3,03-03-2021,49,120000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
1,3,16-02-2021,34,50000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Kerrisdale
1,3,16-04-2021,93,6000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Oakridge
1,3,08-04-2021,84,4000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Transportation and Storage Uses,2021,Sunset
1,3,30-04-2021,106,85000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Fairview
1,3,16-02-2021,32,20000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Grandview-Woodland
1,4,04-03-2021,44,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Strathcona
1,4,24-02-2021,35,19400,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Victoria-Fraserview
1,4,24-02-2021,35,8000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Fairview
1,4,17-02-2021,28,180000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,4,18-05-2021,118,5000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Riley Park
1,4,25-05-2021,125,75000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Downtown
1,4,17-02-2021,27,100000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,4,05-03-2021,43,17200,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
1,4,16-02-2021,26,200000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Arbutus Ridge
1,4,29-04-2021,98,908115,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Victoria-Fraserview
1,4,08-03-2021,46,425000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Mount Pleasant
1,4,15-03-2021,52,55000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Grandview-Woodland
1,5,22-02-2021,28,50000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Fairview
1,5,01-06-2021,127,139417.5,New Building,New Build - Standalone Laneway,Dwelling Uses,2021,Riley Park
1,5,08-06-2021,134,224817.5,New Building,New Build - Low Density Housing,Dwelling Uses,2021,West Point Grey
1,5,03-03-2021,36,110000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,Downtown
1,5,03-03-2021,36,45000,Addition / Alteration,Renovation - Residential - Lower Complexity,Dwelling Uses,2021,West End
1,5,02-03-2021,34,115000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
1,5,16-03-2021,48,35000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Service Uses,2021,Downtown
1,5,12-07-2021,164,20000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Retail Uses,2021,Renfrew-Collingwood
1,5,07-06-2021,129,1406250,New Building,New Build - Low Density Housing,Dwelling Uses,2021,Renfrew-Collingwood
1,5,17-03-2021,47,175000,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,Office Uses,2021,Downtown
2,6,25-03-2021,52,3200,Addition / Alteration,Renovation - Commercial/ Mixed Use - Lower Complexity,"Dwelling Uses,Service Uses",2021,Strathcona
