CreatedMonthNo,CreatedWeekNo,IssueDate,PermitElapsedDays,ProjectValue,TypeOfWork,PermitCategory,PropertyUse,IssueYear,GeoLocalArea
4,14,44409,124,85000,1,4,Dwelling Uses,2021,West Point Grey
4,14,44312,27,650000,1,3,"Institutional Uses,Office Uses",2021,Mount Pleasant
4,14,44431,146,175600,2,1,Dwelling Uses,2021,Sunset
4,15,44339,49,170000,1,3,Office Uses,2021,Fairview
4,15,44500,210,622750,2,1,Dwelling Uses,2021,Hastings-Sunrise
4,15,44422,132,129000,1,3,Retail Uses,2021,Renfrew-Collingwood
4,15,44387,96,60000,1,4,Dwelling Uses,2021,Downtown
4,15,44374,82,50000,1,4,Dwelling Uses,2021,Oakridge
4,15,44627,335,718350,2,1,Dwelling Uses,2022,Hastings-Sunrise
4,15,44363,70,50000,1,3,"Service Uses,Wholesale Uses",2021,Sunset
4,16,44326,30,100000,1,3,Office Uses,2021,Downtown
4,16,44349,53,416500,1,3,Office Uses,2021,Fairview
4,16,44481,185,167352.5,2,1,Dwelling Uses,2021,Kensington-Cedar Cottage
4,16,44347,51,50000,1,3,Service Uses,2021,Hastings-Sunrise
4,16,44356,60,100,1,4,Dwelling Uses,2021,Downtown
4,16,44397,101,623175,2,1,Dwelling Uses,2021,Hastings-Sunrise
4,16,44381,84,200000,1,4,Dwelling Uses,2021,Riley Park
4,16,44300,3,12000,1,4,Dwelling Uses,2021,Kensington-Cedar Cottage
4,16,44331,34,10800,1,3,Service Uses,2021,Grandview-Woodland
4,16,44362,65,200000,1,3,Office Uses,2021,Downtown
4,16,45228,929,161250,2,2,Dwelling Uses,2023,Sunset
4,16,44543,244,1002920,2,1,Dwelling Uses,2021,Kensington-Cedar Cottage
4,16,44366,67,20000,1,3,Office Uses,2021,Riley Park
4,16,44349,50,45000,1,3,Institutional Uses,2021,Riley Park
4,16,44361,61,25000,1,4,Dwelling Uses,2021,Oakridge
4,16,44374,74,200000,1,4,Dwelling Uses,2021,West Point Grey
4,16,44383,83,36000,1,3,Office Uses,2021,Sunset
4,16,44409,109,80000,1,4,Dwelling Uses,2021,Downtown
4,17,44677,374,162412.5,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
4,17,44341,38,50000,1,4,Dwelling Uses,2021,Shaughnessy
4,17,44359,56,20000,1,3,Institutional Uses,2021,Dunbar-Southlands
4,17,44369,65,12000,1,4,Dwelling Uses,2021,Hastings-Sunrise
4,17,44445,141,95000,1,4,Dwelling Uses,2021,Downtown
4,17,44334,29,2000,1,4,Dwelling Uses,2021,Fairview
4,17,44341,37,100000,1,4,Dwelling Uses,2021,West End
4,17,44345,41,40000,1,3,Retail Uses,2021,Hastings-Sunrise
4,17,44369,65,125000,1,4,Dwelling Uses,2021,Kitsilano
4,17,44387,82,2000,1,4,Dwelling Uses,2021,Grandview-Woodland
4,17,44394,89,89032.68,1,3,Office Uses,2021,Kensington-Cedar Cottage
4,17,44362,57,22000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
4,17,44445,140,180000,1,3,"Retail Uses,Service Uses",2021,Kerrisdale
4,17,44366,61,25000,1,4,Dwelling Uses,2021,Strathcona
4,17,44366,61,2000,1,4,Dwelling Uses,2021,West Point Grey
4,17,44387,81,80000,1,4,Dwelling Uses,2021,Grandview-Woodland
4,17,44495,189,571750,2,1,Dwelling Uses,2021,Kensington-Cedar Cottage
4,17,44479,172,120000,1,4,Dwelling Uses,2021,Riley Park
4,17,44362,55,50000,1,4,Dwelling Uses,2021,Fairview
4,17,44607,300,714000,2,1,Dwelling Uses,2022,Hastings-Sunrise
4,18,44503,193,225000,2,1,Dwelling Uses,2021,Arbutus Ridge
4,18,44670,360,613250,2,1,Dwelling Uses,2022,Riley Park
4,18,44397,87,270000,1,3,Office Uses,2021,Downtown
4,18,44677,366,20000,1,3,Office Uses,2022,Downtown
4,18,44468,156,828500,2,1,Dwelling Uses,2021,Kitsilano
4,18,44374,62,60000,1,3,Service Uses,2021,Mount Pleasant
4,18,44352,40,1000,1,3,Office Uses,2021,Downtown
4,18,44361,48,50000,1,3,Office Uses,2021,Fairview
4,18,44356,43,1650,1,3,Office Uses,2021,Downtown
4,18,44366,53,532000,1,4,Dwelling Uses,2021,Kitsilano
4,18,44529,216,45000,1,4,Dwelling Uses,2021,Downtown
4,18,44397,83,100000,1,3,Office Uses,2021,Fairview
4,18,44450,136,225000,2,1,Dwelling Uses,2021,Killarney
4,18,44411,97,20000,1,3,Office Uses,2021,Downtown
4,18,44433,119,192000,2,2,Dwelling Uses,2021,Kitsilano
4,18,44387,73,60000,1,3,Office Uses,2021,Fairview
4,18,44347,33,30000,1,4,Dwelling Uses,2021,Grandview-Woodland
4,18,44375,61,75000,1,3,Office Uses,2021,Kensington-Cedar Cottage
5,19,44488,171,1658250,2,1,Dwelling Uses,2021,Sunset
5,19,44488,171,225000,2,1,Dwelling Uses,2021,Sunset
5,19,44524,206,1012000,2,1,Dwelling Uses,2021,Dunbar-Southlands
5,19,44544,225,168472.5,2,2,Dwelling Uses,2021,Shaughnessy
5,19,44531,212,400000,1,4,Dwelling Uses,2021,Kitsilano
5,19,44475,156,201750,2,1,Dwelling Uses,2021,Victoria-Fraserview
5,19,44571,252,768750,2,1,Dwelling Uses,2022,Grandview-Woodland
5,19,44625,305,225000,2,2,Dwelling Uses,2022,Sunset
5,19,44404,84,40000,1,4,Dwelling Uses,2021,Riley Park
5,19,44374,53,35000,1,4,Dwelling Uses,2021,West End
5,19,44404,83,150000,1,4,Dwelling Uses,2021,West Point Grey
5,20,44370,46,150000,1,3,Office Uses,2021,Downtown
5,20,44418,93,4500,1,4,Dwelling Uses,2021,Victoria-Fraserview
5,20,44402,76,25000,1,3,Parking Uses,2021,Renfrew-Collingwood
5,20,44387,61,150000,1,4,Dwelling Uses,2021,West End
5,20,44381,55,40000,1,4,Dwelling Uses,2021,Downtown
5,20,44370,43,68000,1,4,Dwelling Uses,2021,Dunbar-Southlands
5,20,44475,147,718500,2,1,Dwelling Uses,2021,West Point Grey
5,20,44387,59,250000,1,3,Office Uses,2021,Downtown
5,20,44593,265,65000,1,4,Dwelling Uses,2022,Shaughnessy
5,21,44438,108,75000,1,4,Dwelling Uses,2021,Hastings-Sunrise
5,21,44355,24,14000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
5,21,44404,72,12000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
5,21,44416,84,20000,1,4,Dwelling Uses,2021,Hastings-Sunrise
5,21,44409,75,225000,1,3,"Office Uses,Service Uses",2021,Mount Pleasant
5,21,44452,118,147300,2,2,Dwelling Uses,2021,Riley Park
5,21,44394,59,50000,1,3,Retail Uses,2021,Downtown
5,21,44387,52,85000,1,3,Retail Uses,2021,Hastings-Sunrise
5,21,44374,39,12000,1,3,Office Uses,2021,Downtown
5,21,44368,33,5000,1,4,Dwelling Uses,2021,Mount Pleasant
5,21,44521,186,250000,2,1,Dwelling Uses,2021,Grandview-Woodland
5,22,44416,77,18000,1,4,Dwelling Uses,2021,Kitsilano
5,22,44660,320,2000000,2,1,Dwelling Uses,2022,Shaughnessy
5,22,44395,55,12500,1,4,Dwelling Uses,2021,Kitsilano
5,22,44513,171,200000,1,4,Dwelling Uses,2021,Oakridge
5,22,44437,95,1433000,2,1,Dwelling Uses,2021,Shaughnessy
5,22,44433,91,165125,2,2,Dwelling Uses,2021,Kensington-Cedar Cottage
5,22,44551,208,1000000,2,1,Dwelling Uses,2021,
5,23,44758,413,751500,2,1,Dwelling Uses,2022,Marpole
5,23,44857,512,225000,2,2,Dwelling Uses,2022,Kerrisdale
5,23,44404,59,1668600,1,3,Office Uses,2021,Strathcona
5,23,44423,78,1000,1,3,Office Uses,2021,Downtown
5,23,44545,200,680000,2,1,Dwelling Uses,2021,Marpole
6,23,44440,94,15000,1,3,"Office Uses,Service Uses",2021,Dunbar-Southlands
6,23,44375,28,120000,1,3,Office Uses,2021,Downtown
6,23,44403,55,80000,1,3,Office Uses,2021,Fairview
6,23,44493,145,224985,2,1,Dwelling Uses,2021,Arbutus Ridge
6,23,44733,385,231750,2,1,Dwelling Uses,2022,Oakridge
6,23,44429,80,18000,1,4,Dwelling Uses,2021,Fairview
6,23,44422,73,10000,1,4,Dwelling Uses,2021,Hastings-Sunrise
6,24,44494,142,1464400,2,1,Dwelling Uses,2021,Oakridge
6,24,44419,67,13000,1,3,Retail Uses,2021,Hastings-Sunrise
6,24,44436,84,20000,1,3,Office Uses,2021,Downtown
6,24,44397,45,2000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
6,24,44391,38,47843.71,1,3,Institutional Uses,2021,Killarney
6,24,44405,52,100000,1,4,Dwelling Uses,2021,Downtown
6,24,44422,68,5000,1,3,Office Uses,2021,Downtown
6,24,44597,242,710325,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
6,24,44398,43,85000,1,3,Office Uses,2021,Downtown
6,24,44405,50,173000,1,4,Dwelling Uses,2021,Mount Pleasant
6,24,44429,73,700000,1,3,Office Uses,2021,Downtown
6,25,44398,39,19714.63,1,4,Dwelling Uses,2021,Mount Pleasant
6,25,44513,154,100807.5,2,1,Dwelling Uses,2021,Kensington-Cedar Cottage
6,25,44485,126,65000,1,4,Dwelling Uses,2021,Downtown
6,25,44397,36,65000,1,4,Dwelling Uses,2021,West End
6,25,44429,68,60000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
6,25,44402,41,100000,1,3,Utility and Communication Uses,2021,Hastings-Sunrise
6,25,44423,62,8000,1,4,Dwelling Uses,2021,Killarney
6,25,44395,33,30000,1,4,Dwelling Uses,2021,West End
6,25,44446,84,30000,1,4,Dwelling Uses,2021,West End
6,25,44416,54,30000,1,4,Dwelling Uses,2021,West End
6,25,44446,83,80000,1,3,Service Uses,2021,Grandview-Woodland
6,25,44453,90,208000,1,4,Dwelling Uses,2021,Strathcona
6,25,44430,67,85000,1,4,Dwelling Uses,2021,Kitsilano
6,25,44738,374,719222.5,2,1,Dwelling Uses,2022,West Point Grey
6,26,44635,269,704500,2,1,Dwelling Uses,2022,Dunbar-Southlands
6,26,44501,135,5000,1,3,Office Uses,2021,Downtown
6,26,44403,37,30000,1,4,Dwelling Uses,2021,West End
6,26,44747,381,900000,2,1,Dwelling Uses,2022,South Cambie
6,26,44810,444,700000,2,1,Dwelling Uses,2022,Hastings-Sunrise
6,26,44810,444,500000,2,1,Dwelling Uses,2022,Hastings-Sunrise
6,26,44433,66,100000,1,4,Dwelling Uses,2021,Riley Park
6,26,44445,78,35000,1,4,Dwelling Uses,2021,Riley Park
6,26,44619,252,865500,2,1,Dwelling Uses,2022,Marpole
6,26,44516,149,683600,2,1,Dwelling Uses,2021,Sunset
6,26,44590,222,1174500,2,1,Dwelling Uses,2022,Oakridge
6,26,44661,293,186000,2,1,Dwelling Uses,2022,Killarney
6,26,44418,50,10000,1,3,Office Uses,2021,Downtown
6,26,44663,294,704500,2,1,Dwelling Uses,2022,Kitsilano
6,26,44402,33,125000,1,3,Office Uses,2021,Downtown
6,26,44972,603,632250,2,1,Dwelling Uses,2023,Hastings-Sunrise
6,26,44599,230,1172972,2,1,Dwelling Uses,2022,Sunset
6,26,44682,313,228745,2,1,Dwelling Uses,2022,Victoria-Fraserview
6,26,44516,147,1054500,2,1,Dwelling Uses,2021,Victoria-Fraserview
6,26,44446,77,156250,2,2,Dwelling Uses,2021,Kensington-Cedar Cottage
6,26,44433,64,8000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
6,26,44800,430,195000,2,1,Dwelling Uses,2022,Dunbar-Southlands
6,27,44493,120,15000,1,3,Office Uses,2021,Downtown
6,27,44704,331,715810,2,1,Dwelling Uses,2022,Sunset
6,27,44440,66,550000,1,3,Office Uses,2021,Downtown
6,27,44404,30,30000,1,4,Dwelling Uses,2021,West End
6,27,44437,63,90000,1,3,Retail Uses,2021,Grandview-Woodland
6,27,44425,51,20000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
6,27,44423,49,27900,1,3,Transportation and Storage Uses,2021,Marpole
6,27,44572,198,250000,1,3,"Dwelling Uses,Office Uses",2022,Mount Pleasant
6,27,44404,29,30000,1,4,Dwelling Uses,2021,West End
6,27,45019,644,5000,1,3,"Dwelling Uses,Retail Uses",2023,Grandview-Woodland
7,27,44403,26,100000,1,4,Dwelling Uses,2021,Downtown
7,28,44579,199,945000,2,1,Dwelling Uses,2022,Sunset
7,28,44416,36,90000,1,4,Dwelling Uses,2021,Riley Park
7,28,44598,217,854325,2,1,Dwelling Uses,2022,Arbutus Ridge
7,28,44825,444,1144750,2,1,Dwelling Uses,2022,Victoria-Fraserview
7,28,44411,29,45000,1,4,Dwelling Uses,2021,Downtown
7,28,44516,133,171842.5,2,2,Dwelling Uses,2021,Dunbar-Southlands
7,28,44496,113,20000,1,3,Office Uses,2021,Fairview
7,28,44500,116,1054340,2,1,Dwelling Uses,2021,Arbutus Ridge
7,28,44607,223,40000,1,4,Dwelling Uses,2022,Sunset
7,29,44461,74,30000,1,4,Dwelling Uses,2021,West End
7,29,44632,245,636265,2,1,Dwelling Uses,2022,Renfrew-Collingwood
7,29,44621,233,225000,2,1,Dwelling Uses,2022,Kitsilano
7,29,44626,238,174750,2,2,Dwelling Uses,2022,Sunset
7,29,44543,155,678200,2,1,Dwelling Uses,2021,Sunset
7,29,44464,76,20000,1,4,Dwelling Uses,2021,Kensington-Cedar Cottage
7,29,44618,229,247397.5,2,1,Dwelling Uses,2022,Arbutus Ridge
7,29,44678,288,886355,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
7,29,44597,207,241750,2,2,Dwelling Uses,2022,West Point Grey
7,29,44552,161,743902.5,2,1,Dwelling Uses,2021,Hastings-Sunrise
7,29,44598,207,179150,2,1,Dwelling Uses,2022,Victoria-Fraserview
7,29,44416,25,35000,1,4,Dwelling Uses,2021,Grandview-Woodland
7,29,44597,206,198392.5,2,2,Dwelling Uses,2022,Riley Park
7,29,44502,111,720750,2,1,Dwelling Uses,2021,West Point Grey
7,30,44790,396,506500,2,1,Dwelling Uses,2022,Riley Park
7,30,44660,266,783220,2,1,Dwelling Uses,2022,Riley Park
7,30,44548,154,692650,2,1,Dwelling Uses,2021,Renfrew-Collingwood
7,30,44657,263,1266750,2,1,Dwelling Uses,2022,Marpole
7,30,44433,39,75000,1,3,Office Uses,2021,West End
7,30,44657,263,225000,2,2,Dwelling Uses,2022,Marpole
7,30,44647,252,616750,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
7,30,44587,192,1013150,2,1,Dwelling Uses,2022,Dunbar-Southlands
7,30,44601,206,575500,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
7,30,44618,222,151375,2,2,Dwelling Uses,2022,Hastings-Sunrise
7,30,44440,44,5000,1,4,Dwelling Uses,2021,
7,30,44440,44,5000,1,4,Dwelling Uses,2021,
7,30,44440,44,5000,1,4,Dwelling Uses,2021,
7,30,44460,64,5000,1,4,Dwelling Uses,2021,
7,30,44440,44,5000,1,4,Dwelling Uses,2021,
7,30,44459,62,280398.19,1,4,Dwelling Uses,2021,Riley Park
7,30,44545,148,656425,2,1,Dwelling Uses,2021,Kensington-Cedar Cottage
7,30,45172,774,704250,2,1,Dwelling Uses,2023,West Point Grey
7,30,44416,18,40000,1,3,Retail Uses,2021,Strathcona
7,31,44614,213,722845,2,1,Dwelling Uses,2022,
7,31,44423,21,60000,1,3,Office Uses,2021,Downtown
7,31,44516,114,704000,2,1,Dwelling Uses,2021,Dunbar-Southlands
7,31,44430,28,180000,1,3,Office Uses,2021,Mount Pleasant
7,31,44468,65,480000,1,3,Office Uses,2021,Downtown
7,31,44796,392,1255187.5,2,1,Dwelling Uses,2022,Dunbar-Southlands
7,31,44425,21,45300,1,4,Dwelling Uses,2021,West End
7,31,44674,269,1209185,2,1,Dwelling Uses,2022,Dunbar-Southlands
7,31,44493,88,224997.5,2,2,Dwelling Uses,2021,Shaughnessy
7,31,44410,5,2000,1,3,"Office Uses,Retail Uses",2021,Kensington-Cedar Cottage
8,32,44723,314,682860,2,1,Dwelling Uses,2022,Marpole
8,32,44433,23,200000,1,3,Retail Uses,2021,West End
8,32,44572,162,704725,2,1,Dwelling Uses,2022,Riley Park
8,32,44471,59,400000,1,3,Office Uses,2021,Strathcona
8,33,44440,25,189000,1,3,Service Uses,2021,Strathcona
8,33,44446,31,60000,1,4,Dwelling Uses,2021,Mount Pleasant
8,33,44640,224,663852.5,2,1,Dwelling Uses,2022,West Point Grey
8,33,44472,56,110000,1,4,Dwelling Uses,2021,Dunbar-Southlands
8,33,44626,209,70000,1,4,Dwelling Uses,2022,Shaughnessy
8,33,44445,28,100581.29,1,3,Office Uses,2021,Hastings-Sunrise
8,33,44597,180,162505,2,1,Dwelling Uses,2022,West Point Grey
8,33,44499,80,161000,2,2,Dwelling Uses,2021,Mount Pleasant
8,33,44572,153,80000,1,3,Retail Uses,2022,Downtown
8,33,44454,35,300000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
8,34,44461,39,60000,1,3,Office Uses,2021,Downtown
8,34,44944,522,20000,1,3,Cultural/Recreational Uses,2023,Downtown
8,34,44530,108,205000,1,3,Office Uses,2021,Downtown
8,34,44661,239,1232500,2,1,Dwelling Uses,2022,West Point Grey
8,34,44544,122,766557.5,2,1,Dwelling Uses,2021,
8,34,44457,35,190000,1,3,Office Uses,2021,Mount Pleasant
8,34,44445,23,3000,1,3,Retail Uses,2021,Renfrew-Collingwood
8,34,44670,247,222355,2,2,Dwelling Uses,2022,Marpole
8,34,44438,15,30000,1,4,Dwelling Uses,2021,West End
8,34,44713,289,908952.5,2,1,Dwelling Uses,2022,Hastings-Sunrise
8,34,44472,46,839328,1,3,Cultural/Recreational Uses,2021,Downtown
8,35,44522,93,29000,1,4,Dwelling Uses,2021,Downtown
8,35,44697,268,936242.5,2,1,Dwelling Uses,2022,Kerrisdale
8,35,44494,65,181500,2,2,Dwelling Uses,2021,Arbutus Ridge
8,35,44473,44,190000,1,4,Dwelling Uses,2021,West End
8,35,44446,16,250000,1,3,Transportation and Storage Uses,2021,Marpole
8,35,44453,23,30000,1,4,Dwelling Uses,2021,West End
8,35,44565,135,231615,2,2,Dwelling Uses,2022,Kitsilano
8,35,44773,342,704000,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
8,35,44773,342,160750,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
8,35,44706,273,719500,2,1,Dwelling Uses,2022,Sunset
8,35,44706,273,164500,2,1,Dwelling Uses,2022,Sunset
8,36,44472,36,47000,1,3,Office Uses,2021,Kerrisdale
8,36,44461,24,160000,1,4,Dwelling Uses,2021,Mount Pleasant
9,36,44537,99,300000,1,3,Institutional Uses,2021,Downtown
9,36,44493,55,1000000,1,3,Office Uses,2021,Renfrew-Collingwood
9,36,44482,43,12000,1,4,Dwelling Uses,2021,Mount Pleasant
9,36,44461,22,6000,1,3,Service Uses,2021,Kerrisdale
9,37,44501,57,300000,1,3,Office Uses,2021,Marpole
9,37,44459,14,175000,1,4,Dwelling Uses,2021,Fairview
9,37,44731,286,196035,2,1,Dwelling Uses,2022,Hastings-Sunrise
9,37,44625,180,225000,2,2,Dwelling Uses,2022,Sunset
9,37,44615,168,350000,1,4,Dwelling Uses,2022,Kitsilano
9,37,44479,32,5000,1,4,Dwelling Uses,2021,
9,38,44670,221,1141850,2,1,Dwelling Uses,2022,Dunbar-Southlands
9,38,44493,43,15000,1,4,Dwelling Uses,2021,Fairview
9,38,44597,147,224790,2,1,Dwelling Uses,2022,Riley Park
9,38,44495,45,100000,1,3,Cultural/Recreational Uses,2021,Strathcona
9,38,44660,209,793750,2,1,Dwelling Uses,2022,West Point Grey
9,38,44522,71,12500,1,3,Retail Uses,2021,Grandview-Woodland
9,38,44480,27,9000,1,4,Dwelling Uses,2021,Kitsilano
9,38,44713,260,184500,2,2,Dwelling Uses,2022,Kensington-Cedar Cottage
9,38,44794,341,838250,2,1,Dwelling Uses,2022,South Cambie
9,38,44587,134,50000,1,3,Office Uses,2022,Fairview
9,38,44486,33,900000,1,3,Office Uses,2021,Downtown
9,38,44492,39,80000,1,3,Office Uses,2021,Mount Pleasant
9,38,44515,62,73300,1,4,Dwelling Uses,2021,Kensington-Cedar Cottage
9,38,44487,33,0,1,3,Office Uses,2021,Strathcona
9,39,44536,79,50000,1,3,Retail Uses,2021,South Cambie
9,39,44844,387,761332,2,1,Dwelling Uses,2022,Grandview-Woodland
9,39,44479,22,45000,1,3,Cultural/Recreational Uses,2021,Fairview
9,39,44625,168,1075250,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
9,39,44501,43,36500,1,4,Dwelling Uses,2021,Killarney
9,39,44543,85,1200000,1,3,Office Uses,2021,Downtown
9,39,44580,122,1200000,1,3,Office Uses,2022,Downtown
9,39,44507,49,470497.32,1,3,Office Uses,2021,Downtown
9,39,44516,57,169355,2,2,Dwelling Uses,2021,Arbutus Ridge
9,39,44681,222,538000,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
9,39,44594,134,75000,1,3,"Manufacturing Uses,Office Uses,Service Uses",2022,Strathcona
9,39,44529,69,9000,1,3,Service Uses,2021,Downtown
9,39,44502,42,95000,1,3,Office Uses,2021,Kitsilano
9,39,44514,54,200000,1,3,"Office Uses,Retail Uses",2021,Kitsilano
9,40,44487,23,50000,1,3,Parking Uses,2021,Renfrew-Collingwood
9,40,44590,126,221512.5,2,2,Dwelling Uses,2022,Sunset
9,40,44639,175,227000,2,2,Dwelling Uses,2022,Renfrew-Collingwood
9,40,44515,51,1500,1,4,Dwelling Uses,2021,Sunset
9,40,44487,22,54800,1,4,Dwelling Uses,2021,Sunset
9,40,44502,37,181250,2,2,Dwelling Uses,2021,Kensington-Cedar Cottage
9,40,44538,73,184875,2,2,Dwelling Uses,2021,Sunset
9,40,44587,122,218750,2,2,Dwelling Uses,2022,Kensington-Cedar Cottage
9,40,44536,70,500,1,3,Office Uses,2021,West End
10,40,44563,95,49840,1,4,Dwelling Uses,2022,West End
10,40,44549,81,146960,2,2,Dwelling Uses,2021,Victoria-Fraserview
10,40,44534,66,13250,1,4,Dwelling Uses,2021,Mount Pleasant
10,41,44606,136,235577.5,2,2,Dwelling Uses,2022,Dunbar-Southlands
10,41,44501,30,45000,1,3,Office Uses,2021,Downtown
10,41,44653,181,114250,2,2,Dwelling Uses,2022,Victoria-Fraserview
10,41,44646,173,202867.5,2,2,Dwelling Uses,2022,Hastings-Sunrise
10,41,44495,22,10000,1,4,Dwelling Uses,2021,Mount Pleasant
10,41,44612,138,225000,2,1,Dwelling Uses,2022,West Point Grey
10,41,44522,48,341220,1,4,Dwelling Uses,2021,Downtown
10,41,44522,48,341220,1,4,Dwelling Uses,2021,Downtown
10,41,45014,540,10000,1,3,Retail Uses,2023,Mount Pleasant
10,41,44501,26,2500,1,4,Dwelling Uses,2021,Fairview
10,42,44796,317,718832.5,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
10,42,44723,244,799500,2,1,Dwelling Uses,2022,Sunset
10,42,44758,279,224027.5,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
10,42,44576,97,100000,1,4,Dwelling Uses,2022,Downtown
10,42,44887,408,1,1,3,Office Uses,2022,Downtown
10,42,44551,72,20000,1,3,Service Uses,2021,Marpole
10,42,44500,20,10000,1,4,Dwelling Uses,2021,Killarney
10,42,44500,20,10000,1,4,Dwelling Uses,2021,Killarney
10,42,44513,33,18000,1,4,Dwelling Uses,2021,Sunset
10,42,44516,36,14491,1,3,Institutional Uses,2021,Killarney
10,42,44501,21,50000,1,3,Retail Uses,2021,Kitsilano
10,42,44718,238,25000,1,3,Service Uses,2022,Marpole
10,42,44522,41,50000,1,3,Service Uses,2021,Grandview-Woodland
10,42,44492,11,150000,1,3,Office Uses,2021,Downtown
10,42,44531,49,30000,1,4,Dwelling Uses,2021,West End
10,42,44499,17,150000,1,3,Office Uses,2021,Downtown
10,42,44695,213,680710,2,1,Dwelling Uses,2022,Kerrisdale
10,43,44587,103,174750,2,2,Dwelling Uses,2022,Renfrew-Collingwood
10,43,44580,96,223750,2,2,Dwelling Uses,2022,Sunset
10,43,44660,175,356427.5,2,1,Dwelling Uses,2022,Victoria-Fraserview
10,43,44675,190,704675,2,1,Dwelling Uses,2022,Marpole
10,43,44535,50,25000,1,4,Dwelling Uses,2021,Fairview
10,43,44545,58,5000,1,3,Manufacturing Uses,2021,Sunset
10,43,44514,27,30000,1,4,Dwelling Uses,2021,West End
10,43,44751,263,1200305,2,1,Dwelling Uses,2022,Oakridge
10,43,44844,356,5500,1,3,Office Uses,2022,Fairview
10,43,44545,57,570000,1,3,Office Uses,2021,Downtown
10,43,44508,19,25000,1,3,Service Uses,2021,Downtown
10,43,44548,59,8000,1,4,Dwelling Uses,2021,Renfrew-Collingwood
10,43,44682,192,866305,2,1,Dwelling Uses,2022,Killarney
10,44,44682,191,169910,2,2,Dwelling Uses,2022,Hastings-Sunrise
10,44,44650,159,718000,2,1,Dwelling Uses,2022,Kensington-Cedar Cottage
10,44,44524,32,24500,1,3,Service Uses,2021,Kitsilano
10,44,44515,22,4000,1,4,Dwelling Uses,2021,Downtown
10,44,44542,49,1600000,2,1,Dwelling Uses,2021,Kitsilano
10,44,44508,15,10000,1,4,Dwelling Uses,2021,West End
10,44,44632,139,701852.5,2,1,Dwelling Uses,2022,Hastings-Sunrise
10,44,44838,345,981750,2,1,Dwelling Uses,2022,Sunset
10,44,44528,34,30000,1,4,Dwelling Uses,2021,
10,44,44627,133,1178000,2,1,Dwelling Uses,2022,Victoria-Fraserview
10,44,44529,34,750000,1,3,Office Uses,2021,Fairview
10,44,44578,83,95000,1,3,Office Uses,2022,Downtown
10,44,44528,33,5950,1,3,Retail Uses,2021,Killarney
10,44,44528,32,125000,1,3,Office Uses,2021,Kerrisdale
10,44,44534,38,35000,1,3,Office Uses,2021,Kitsilano
10,44,44650,153,160750,2,2,Dwelling Uses,2022,Kensington-Cedar Cottage
10,44,44641,144,703750,2,1,Dwelling Uses,2022,
10,44,44660,163,703750,2,1,Dwelling Uses,2022,
10,44,44619,122,788500,2,1,Dwelling Uses,2022,Mount Pleasant
10,45,44759,261,161000,2,1,Dwelling Uses,2022,Hastings-Sunrise
10,45,44816,318,703027.5,2,1,Dwelling Uses,2022,Killarney
10,45,44713,215,607775,2,1,Dwelling Uses,2022,
10,45,44646,148,149677.5,2,2,Dwelling Uses,2022,Sunset
10,45,44586,88,150185,2,2,Dwelling Uses,2022,Hastings-Sunrise
11,45,44529,29,4800,1,3,Office Uses,2021,Downtown
11,45,44587,87,20000,1,3,Office Uses,2022,Marpole
11,45,44583,82,1550000,1,3,Office Uses,2022,Downtown
11,45,44550,49,150000,1,3,Retail Uses,2021,Downtown
11,45,44758,256,219720,2,2,Dwelling Uses,2022,Sunset
11,45,44544,42,996000,2,1,Dwelling Uses,2021,
11,45,44549,46,850,1,4,Dwelling Uses,2021,West End
11,46,44908,402,3500,1,4,Dwelling Uses,2022,Kitsilano
11,46,44522,16,415000,1,3,Office Uses,2021,Downtown
11,46,44572,66,50000,1,3,Office Uses,2022,Downtown
11,46,44531,24,10000,1,4,Dwelling Uses,2021,Downtown
11,46,44531,24,10000,1,4,Dwelling Uses,2021,Downtown
11,46,44545,38,60000,1,4,Dwelling Uses,2021,Fairview
11,46,44523,15,10000,1,4,Dwelling Uses,2021,Killarney
11,46,44591,83,80000,1,3,Office Uses,2022,Downtown
11,46,44704,196,200000,1,3,"Manufacturing Uses,Transportation and Storage Uses",2022,Mount Pleasant
11,46,44635,127,100000,1,4,Dwelling Uses,2022,Shaughnessy
11,46,44531,23,10000,1,4,Dwelling Uses,2021,Downtown
11,46,44691,183,20000,1,4,Dwelling Uses,2022,Kitsilano
