Region,Consumption (ekWh),Floor area (ft2),EUI (kW/ft2),Emission (tCO2e),Emissions per Floor Area (KgCO2e/sq. ft),Reporting Year
Vancouver Coastal,9536.16,4170,2.286848921,0.101750827,0.024400678,2019
Vancouver Coastal,12621.1,4170,3.026642686,0.134667137,0.032294277,2020
Vancouver Coastal,11101.76,4170.046534538,2.662262857,0.107687054,0.025823945,2021
Northern,15212.68,2367,6.426987748,0.162319296,0.068575959,2018
Northern,14905.99,2367,6.297418673,0.159046913,0.067193457,2019
Northern,14061.48,2367,5.940633714,0.150035992,0.063386562,2020
Northern,13968.41,2366.983900634,5.901354038,0.135493555,0.057243125,2021
Northern,12645.75,2366.984919755,5.342556218,0.145405892,0.061430848,2022
Fraser,17458.79,2474,7.056907842,0.186285289,0.075297207,2018
Fraser,16113.36,2474,6.513080032,0.171929551,0.069494564,2019
Fraser,18181.94,2474,7.349207761,0.194001300,0.078416047,2020
Fraser,14474.24,2473.977170177,5.850595622,0.140400105,0.056750768,2021
Fraser,11911.04,2473.978235364,4.814529016,0.136957902,0.055359380,2022
Northern,18312.5,2783,6.580129357,0.195394375,0.070209980,2018
Northern,3993.94,2783,1.435120374,0.042615340,0.015312734,2019
Northern,3955.16,2783,1.421185771,0.042201557,0.015164052,2020
Northern,3492.05,2783.009038240,1.254774940,0.033872879,0.012171315,2021
Northern,4620.2,2783.010236483,1.660144810,0.053124908,0.019089009,2022
Vancouver Island,11025.35,2969,3.713489390,0.117640485,0.039622932,2018
Vancouver Island,10616.32,2969,3.575722465,0.113276134,0.038152959,2019
Vancouver Island,36365.580592734,2969,12.248427279,0.388020745,0.130690719,2020
Vancouver Island,10974.4,2969.009410241,3.696317015,0.106451662,0.035854269,2021
Vancouver Island,12254.25,2969.010688568,4.127384939,0.140904268,0.047458323,2022
Vancouver Coastal,0,45111,0,0,0,2018
Vancouver Coastal,0,47329,0,0,0,2020
Vancouver Coastal,461434.811902145,47329,9.749515348,4.475916937,0.094570283,2021
Northern,10467.14,27180,0.385104489,0.111684384,0.004109065,2018
Northern,10302.02,27180,0.379029433,0.109922553,0.004044244,2019
Northern,7432.31,27180,0.273447756,0.079302748,0.002917688,2020
Northern,14972.77,27179.950193234,0.550875550,0.145235845,0.005343492,2021
Northern,13636.87,27179.961895741,0.501725133,0.156802186,0.005769036,2022
Interior,63000.677811368,4626,13.618823565,0.672217232,0.145312847,2018
Interior,58374.851927158,4626,12.618861203,0.622859670,0.134643249,2019
Interior,53759.169602601,4626,11.621091570,0.573610340,0.123997047,2020
Interior,49592.618861716,4626.005779789,10.720397082,0.481048324,0.103987835,2021
Interior,34133.13,15327,2.226993541,0.364200497,0.023762021,2018
Interior,32781.24,15327,2.138790370,0.349775831,0.022820893,2019
Interior,29093.6,15327,1.898192732,0.075265143,0.004910625,2020
Interior,62954.38,15326.947320561,4.107431094,0.610657385,0.039842075,2021
Interior,79492.777777778,15326.953919680,5.186469418,0.914039756,0.059636100,2022
Vancouver Island,34582.55,1722,20.082781649,0.368995809,0.214283280,2018
Vancouver Island,34336.33,1722,19.939796748,0.366368641,0.212757631,2019
Vancouver Island,32993.28,1722.010388465,19.159745040,0.320034763,0.185849496,2021
Vancouver Island,34207.79,1722.011129888,19.865022593,0.393334853,0.228415976,2022
Northern,264448.67,35320,7.487221687,2.821667309,0.079888655,2018
Northern,307212.5,22500,13.653888889,3.277957375,0.145686994,2018
Northern,258609.21,35320,7.321891563,2.759360271,0.078124583,2019
Northern,290723.05,22500,12.921024444,3.102014943,0.137867331,2019
Northern,277286.32,35320,7.850688562,2.958645034,0.083766847,2020
Northern,210927.54,35319.942167662,5.971910684,2.045996801,0.057927524,2021
Northern,208426.24,35319.957374896,5.901089794,2.396568278,0.067853091,2022
Northern,412092.38,22500,18.315216889,4.397025695,0.195423364,2020
Northern,258874.19,22499.909583153,11.505565791,2.511079229,0.111603970,2021
Northern,280794.24,22499.919270637,12.479788777,3.228684489,0.143497603,2022
Vancouver Island,55442.57,2153,25.751309800,0.591572222,0.274766476,2018
Vancouver Island,47680.64,2153,22.146140269,0.508752429,0.236299317,2019
Vancouver Island,45336.77,2153,21.057487227,0.483743336,0.224683389,2020
Vancouver Island,42969.97,2152.997361550,19.958208388,0.416808640,0.193594589,2021
Vancouver Island,44909.94,2152.998288538,20.859254854,0.516392454,0.239848056,2022
Vancouver Island,29180.6,1799,16.220455809,0.311357002,0.173072263,2018
Vancouver Island,30217.32,1799,16.796731518,0.322418804,0.179221125,2019
Vancouver Island,34911.68,1799,19.406158977,0.372507626,0.207063716,2020
Vancouver Island,31637.74,1798.972347945,17.586562704,0.306886027,0.170589630,2021
Vancouver Island,31645.05,1798.973122504,17.590618561,0.363867443,0.202263968,2022
Vancouver Island,32079.42,2218,14.463219116,0.342287411,0.154322548,2018
Vancouver Island,31695.08,2218,14.289936880,0.338186504,0.152473627,2019
Vancouver Island,43801.94,2218,19.748394950,0.467366700,0.210715374,2020
Vancouver Island,30917.17,2218.011380467,13.939139480,0.299896500,0.135209631,2021
Vancouver Island,31658.08,2218.012335447,14.273175804,0.364017267,0.164118685,2022
Vancouver Island,33750.37,2132,15.830379925,0.360116448,0.168910154,2018
Vancouver Island,35942.89,2132,16.858766417,0.383510636,0.179883038,2019
Vancouver Island,55190.28,2132,25.886622889,0.588880288,0.276210266,2020
Vancouver Island,38953.96,2132.007736238,18.271021881,0.377853350,0.177228883,2021
Vancouver Island,38502.39,2132.008654188,18.059209058,0.442715881,0.207652009,2022
Interior,15559.54,3528,4.410300454,0.166020292,0.047057906,2018
Interior,15463.44,3528,4.383061224,0.164994905,0.046767263,2019
Interior,18902.87,3528,5.357956349,0.048901725,0.013861033,2020
Interior,22325.72,3527.979278181,6.328189096,0.216559448,0.061383424,2021
Interior,23873.47,3527.980797176,6.766893408,0.274506707,0.077808447,2022
Vancouver Coastal,343126,30646,11.196436729,3.66115442,0.119465980,2018
Vancouver Coastal,406629.013169194,30646,13.268583605,4.338731571,0.141575787,2019
Vancouver Coastal,12413.72,30646,0.405068198,0.132454392,0.004322078,2020
Vancouver Coastal,17192.37,30646.036986518,0.560998148,0.166765961,0.005441681,2021
Vancouver Coastal,18883.15,30646.050181372,0.616169127,0.217126012,0.007084959,2022
Fraser,70015.54,5619,12.460498309,0.747065812,0.132953517,2018
Fraser,62528.86,5619,11.128111764,0.667182936,0.118736953,2019
Fraser,63080.037815118,5619,11.226203562,0.673064003,0.119783592,2020
Fraser,69988.42,5618.976515731,12.455723886,0.678887562,0.120820502,2021
Fraser,67108.09,5618.978935018,11.943111155,0.771635662,0.137326669,2022
Fraser,25523.97,2761,9.244465773,0.272340760,0.098638450,2018
Fraser,22576.01,2761,8.176751177,0.240886027,0.087245935,2019
Fraser,27112.59,2761,9.819844259,0.289291335,0.104777738,2020
Fraser,28922.717288965,2761.050660990,10.475257733,0.280550311,0.101609983,2021
Fraser,27510.13,2761.051849779,9.963641212,0.316322479,0.114565932,2022
Fraser,25239.7,1779,14.187577291,0.269307599,0.151381450,2018
Fraser,22142.08,1779,12.446363125,0.236255994,0.132802695,2019
Fraser,22439.59,1779,12.613597527,0.239430425,0.134587086,2020
Fraser,22789.63,1778.951474570,12.810709188,0.221059375,0.124263859,2021
Fraser,23339.87,1778.952240509,13.120009334,0.268371161,0.150859115,2022
Vancouver Coastal,196363.57,29571,6.640410199,2.095199292,0.070853177,2018
Vancouver Coastal,325036.911493629,29571,10.991745680,3.468143846,0.117281926,2019
Vancouver Coastal,213702.51,29571,7.226759663,2.280205782,0.077109526,2020
Vancouver Coastal,232646.91,29571.045253202,7.867388792,2.256674655,0.076313659,2021
Vancouver Coastal,203755.96,29571.057985210,6.890384514,2.342867530,0.079228397,2022
Fraser,255820.38,12500,20.4656304,2.729603455,0.218368276,2018
Fraser,118452.11643255,12500,9.476169315,1.263884082,0.101110727,2019
Fraser,276270.97,12500,22.1016776,2.947811250,0.235824900,2020
Fraser,263917.37,12500.021527821,21.113353238,2.559998067,0.204799493,2021
Fraser,254721.94,12500.026909788,20.377711331,2.928894755,0.234311076,2022
Vancouver Island,23130.6,2057,11.244822557,0.246803502,0.119982257,2018
Vancouver Island,25378.52,2057,12.337637336,0.270788808,0.131642590,2019
Vancouver Island,36836.13,2057,17.907695673,0.393041507,0.191075113,2020
Vancouver Island,29403.46,2056.983280633,14.294457460,0.285213515,0.138656214,2021
Vancouver Island,27583.13,2056.984166281,13.409500400,0.317161862,0.154187799,2022
Vancouver Coastal,23013.53,5546,4.149572665,0.245554365,0.044275940,2018
Vancouver Coastal,25055.24,5546,4.517713668,0.267339411,0.048204005,2019
Vancouver Coastal,46809.711057112,5546,8.440265247,0.499459617,0.090057630,2020
Vancouver Coastal,22536.66,5545.997203106,4.063590221,0.218605566,0.039416819,2021
Vancouver Coastal,24602.49,5545.999590971,4.436078582,0.282889271,0.051007806,2022
Vancouver Coastal,29907.49,6436,4.646906464,0.319112918,0.049582492,2018
Vancouver Coastal,27817.06,6436,4.322103791,0.296808030,0.046116847,2019
Vancouver Coastal,33435.87,6436,5.195132070,0.356760733,0.055432059,2020
Vancouver Coastal,36099.88,6435.957316359,5.609092513,0.350168778,0.054408188,2021
Vancouver Coastal,33579.64,6435.960087403,5.217502835,0.386112133,0.059992935,2022
Interior,153663.81,10928,14.061476025,1.639592853,0.150035949,2018
Interior,110667.06,10928,10.126927160,1.180817530,0.108054313,2019
Interior,121214.31,10928,11.092085469,1.293356688,0.118352552,2020
Interior,122178.54,10927.952411460,11.180368966,1.185131643,0.108449561,2021
Interior,128919.59,10927.957116562,11.797226931,1.482369014,0.135649234,2022
Vancouver Coastal,295567.461205762,28216,10.475172285,3.153704811,0.111770088,2018
Vancouver Coastal,374386.355008222,28216,13.268583605,3.994702408,0.141575787,2019
Vancouver Coastal,307826.935078446,28216,10.909658884,3.284513397,0.116406060,2020
Vancouver Coastal,292904.586463976,28215.976570842,10.380806269,2.841174020,0.100693804,2021
Interior,265432.44,10536,25.192904328,2.832164135,0.268808289,2018
Interior,259594.89,10536,24.638846811,2.769877476,0.262896495,2019
Interior,240823.59,10536,22.857212415,2.569587705,0.243886456,2020
Interior,112949.361738197,10535.930794084,10.720397082,1.095608628,0.103987835,2021
Interior,247444.87,10536,23.485655847,2.845220093,0.270047465,2022
Fraser,17524.14,2105,8.325007126,0.186982574,0.088827826,2018
Fraser,19947.336407241,2105,9.476169315,0.212838079,0.101110727,2019
Fraser,23631.158498100,2105,11.226203562,0.252144461,0.119783592,2020
Fraser,17895.95,2104.990321092,8.501678046,0.173590686,0.082466263,2021
Fraser,17609.51,2104.991227409,8.365597809,0.202481190,0.096190990,2022
Vancouver Island,47872.12,4200,11.398123810,0.510795520,0.121617981,2018
Vancouver Island,47534.95,4200,11.317845238,0.507197916,0.120761409,2019
Vancouver Island,47914.2,4200,11.408142857,0.511244514,0.121724884,2020
Vancouver Island,44567.68,4199.970205496,10.611427658,0.432306425,0.102930831,2021
Vancouver Island,37367.49,4199.972013821,8.897080713,0.429666347,0.102302193,2022
Vancouver Island,214392.42,18144,11.816160714,2.287567121,0.126078435,2018
Vancouver Island,219077.03,18144,12.074351301,2.337551910,0.128833328,2019
Vancouver Island,225486.89,18144,12.427628417,2.405945116,0.132602795,2020
Vancouver Island,209747.87,18143.970315718,11.560196933,2.034554003,0.112133892,2021
Vancouver Island,173253.91,18143.978127725,9.548838120,1.992142759,0.109796360,2022
Vancouver Coastal,45812.57,5548,8.257492790,0.488820122,0.088107448,2018
Vancouver Coastal,49315.64,5548,8.888904110,0.526197879,0.094844607,2019
Vancouver Coastal,60462,5548,10.897981255,0.64512954,0.116281460,2020
Vancouver Coastal,47511.12,5548.042346085,8.563582798,0.460857788,0.083066739,2021
Vancouver Coastal,47773.82,5548.044734831,8.610929126,0.549322492,0.099011907,2022
Vancouver Coastal,89437.98,7875,11.357203810,0.954303247,0.121181365,2018
Vancouver Coastal,90009.51,7875,11.429779048,0.960401472,0.121955742,2019
Vancouver Coastal,70231.35,7875,8.918266667,0.749368505,0.095157905,2020
Vancouver Coastal,80625.03,7874.984499969,10.238119199,0.782062662,0.099309740,2021
Vancouver Coastal,84729.39,7874.987890596,10.759304164,0.974252418,0.123714783,2022
Fraser,27421.3,2530,10.838458498,0.292585271,0.115646352,2018
Fraser,25345.09,2530,10.017822134,0.270432110,0.106890162,2019
Fraser,26740.18,2530,10.569241107,0.285317721,0.112773803,2020
Fraser,26598.53,2529.949504343,10.513462800,0.258005698,0.101980572,2021
Fraser,21956.29,2529.950593630,8.678544971,0.252462205,0.099789381,2022
Vancouver Island,91546.6,15000,6.103106667,0.976802222,0.065120148,2018
Vancouver Island,137929.74,15000,9.195316,1.471710326,0.098114022,2019
Vancouver Island,138798.77,15000,9.253251333,1.480982876,0.098732192,2020
Vancouver Island,138509.93,15004.891120893,9.230985342,1.343546099,0.089540543,2021
Vancouver Island,132156.3,15004.897581348,8.807544289,1.519586000,0.101272667,2022
Vancouver Island,81149.22,16878,4.807987913,0.865862177,0.051301231,2018
Vancouver Island,82590.64,16878,4.893390212,0.881242129,0.052212474,2019
Vancouver Island,103636.21,16878,6.140313426,1.105798361,0.065517144,2020
Vancouver Island,96819.01,16878.026811609,5.736393897,0.939144242,0.055643012,2021
Vancouver Island,84798.28,16878.034078555,5.024179926,0.975044543,0.057770030,2022
Vancouver Island,35937.72,3000,11.97924,0.383455472,0.127818491,2018
Vancouver Island,34989.59,3000,11.663196667,0.373338925,0.124446308,2019
Vancouver Island,60481.803496403,3000,20.160601165,0.645340843,0.215113614,2020
Vancouver Island,34554.6,3000.009472241,11.518163632,0.335179565,0.111726169,2021
Vancouver Island,33952.93,3000.010763915,11.317602726,0.390404370,0.130134323,2022
Vancouver Coastal,31779.81,3115,10.202186196,0.339090573,0.108857327,2018
Vancouver Coastal,34782.18,3115,11.166028892,0.371125861,0.119141528,2019
Vancouver Coastal,57384.36,3115,18.421945425,0.612291121,0.196562158,2020
Vancouver Coastal,37276.19,3114.968035492,11.966796954,0.361578983,0.116077911,2021
Vancouver Coastal,36128.5,3114.969376662,11.598348372,0.415419944,0.133362449,2022
Interior,161584.98,5749.973305502,28.101866116,1.567374047,0.272588056,2021
Northern,108459.46,7000,15.494208571,1.157262438,0.165323205,2018
Northern,106259.93,9900,10.733326263,1.133793453,0.114524591,2019
Northern,99066.11,9900,10.006677778,1.057035394,0.106771252,2020
Northern,75915.48,9902.797583373,7.666063995,0.736380035,0.074360808,2021
Northern,79868.96,9902.801847088,8.065289121,0.918365250,0.092737920,2022
Fraser,124273.706621248,10885.224373809,11.416733579,1.428948788,0.131274169,2022
Interior,400557,29412,13.618829049,4.27394319,0.145312906,2018
Interior,371145.945715859,29412,12.618861203,3.960127241,0.134643249,2019
Interior,19556.08,29412,0.664901401,0.050591579,0.001720100,2020
Interior,324034.878904867,29411.954657243,11.017114730,3.143137807,0.106865995,2021
Interior,138262.889410799,10000,13.826288941,1.475265030,0.147526503,2018
Interior,105838.079180228,8000,13.229759898,1.129292305,0.141161538,2019
Interior,81589.482464935,8000,10.198685308,0.870559778,0.108819972,2020
Interior,88110.316354609,7997.585439615,11.017114730,0.854669928,0.106865995,2021
Vancouver Island,433029.08,31663,13.676186085,4.620420284,0.145924906,2018
Vancouver Island,486378.58,31663,15.361102233,5.189659449,0.163902961,2020
Vancouver Island,497788.61,31662.903603585,15.721508559,4.828548721,0.152498608,2021
Vancouver Island,131066.928322752,10703.955435689,12.244719170,1.271348995,0.118773756,2021
Vancouver Island,15999.841150685,67142.366923623,0.238297246,0.155198434,0.002311483,2021
Vancouver Island,245126.454166667,27975.998263422,8.762027073,2.818562021,0.100749292,2022
Interior,80037.826091096,5877,13.618823565,0.854003604,0.145312847,2018
Interior,74161.047292673,5877,12.618861203,0.791298375,0.134643249,2019
Interior,68297.155156611,5877,11.621091570,0.728730646,0.123997047,2020
Interior,92275.44,5876.987448419,15.701146346,0.895071620,0.152301094,2021
Interior,92969.17,5876.989978795,15.819181305,1.068996704,0.181895274,2022
Interior,65038.863178840,4704,13.826288941,0.693964670,0.147526503,2018
Interior,62232.790557974,4704,13.229759898,0.664023875,0.141161538,2019
Interior,47974.615689381,4704,10.198685308,0.511889149,0.108819972,2020
Interior,51824.993880608,4704.044130310,11.017114730,0.502702358,0.106865995,2021
Vancouver Coastal,85737.36,10474,8.185732289,0.914817631,0.087341764,2018
Vancouver Coastal,87379.67,10474,8.342531029,0.932341079,0.089014806,2019
Vancouver Coastal,91440,10474,8.730189040,0.9756648,0.093151117,2020
Vancouver Coastal,74069.22,10473.930670084,7.071769170,0.718471315,0.068596150,2021
Vancouver Coastal,73848.21,10473.935179704,7.050665173,0.849136258,0.081071368,2022
Vancouver Island,23437.19,2647,8.854246317,0.250074817,0.094474808,2018
Vancouver Island,25312.27,2647,9.562625614,0.270081921,0.102033215,2019
Vancouver Island,38713.35,2647,14.625368342,0.413071444,0.156052680,2020
Vancouver Island,25764.86,2646.953210573,9.733779916,0.249919101,0.094417650,2021
Vancouver Island,58262.03,2646.954350236,22.010968944,0.669920126,0.253090925,2022
Northern,26495.85,20000,1.3247925,0.282710719,0.014135536,2018
Northern,19288.43,20000,0.9644215,0.205807548,0.010290377,2019
Northern,19779.91,20000,0.9889955,0.211051640,0.010552582,2020
Northern,14344,19999.345554247,0.717223469,0.139136777,0.006957067,2021
Northern,10445.19,19999.354165097,0.522276365,0.120102973,0.006005343,2022
Vancouver Coastal,55771.12,3238,17.223940704,0.595077850,0.183779447,2018
Vancouver Coastal,56542.14,3238,17.462056825,0.603304634,0.186320146,2019
Vancouver Coastal,48684.12,3238,15.035243978,0.519459560,0.160426053,2020
Vancouver Coastal,45115.37,3237.999531555,13.933099607,0.437619017,0.135151044,2021
Vancouver Coastal,42138.27,3238.000925697,13.013668299,0.484522684,0.149636364,2022
Interior,346231.351491224,25423,13.618823565,3.694288520,0.145312847,2018
Interior,320809.308375298,25423,12.618861203,3.423035320,0.134643249,2019
Interior,295443.010982904,25423,11.621091570,3.152376927,0.123997047,2020
Interior,272544.195059965,25422.957095914,10.720397082,2.643678256,0.103987835,2021
Vancouver Island,43710.29,2000,21.855145,0.466388794,0.233194397,2018
Vancouver Island,41517.8,2000,20.7589,0.442994926,0.221497463,2019
Vancouver Island,24496.854558932,2000,12.248427279,0.261381438,0.130690719,2020
Vancouver Island,43094.74,1999.934555425,21.548075102,0.418018909,0.209016294,2021
Vancouver Coastal,101160.53,11964,8.455410398,1.079382855,0.090219229,2018
Vancouver Coastal,158745.334254266,11964,13.268583605,1.693812716,0.141575787,2019
Vancouver Coastal,89643.17,11964,7.492742394,0.956492624,0.079947561,2020
Vancouver Coastal,88430.67,11963.978789069,7.391409794,0.857777358,0.071696663,2021
Vancouver Coastal,103075.97,11963.983940239,8.615522264,1.185208733,0.099064721,2022
Vancouver Coastal,169609.7,19927,8.511552165,1.809735499,0.090818262,2018
Vancouver Coastal,252103.088501425,19000,13.268583605,2.689939954,0.141575787,2019
Vancouver Coastal,159504.34,19000,8.394965263,1.701911308,0.089574279,2020
Vancouver Coastal,158705.58,18998.301885493,8.353671868,1.539443872,0.081030604,2021
Vancouver Coastal,141557.32,18998.310065337,7.451047989,1.627682688,0.085675130,2022
Vancouver Coastal,440002.86,34873,12.617293035,4.694830516,0.134626517,2018
Vancouver Coastal,372393.06,34003.207646685,10.951703847,4.281924361,0.125927072,2022
Vancouver Coastal,185760.170474734,14000,13.268583605,1.982061019,0.141575787,2019
Vancouver Coastal,39725.94,18314,2.169156929,0.423875780,0.023144904,2018
Vancouver Coastal,46760.2,26850,1.741534451,0.498931334,0.018582173,2019
Vancouver Coastal,45839.12,26850,1.707229795,0.489103410,0.018216142,2020
Vancouver Coastal,81902.2,26845.192579274,3.050907523,0.794451209,0.029593798,2021
Vancouver Coastal,84038.84,26845.204137649,3.130497335,0.966312198,0.035995711,2022
Vancouver Island,128735.42,14000,9.195387143,1.373606931,0.098114781,2018
Vancouver Island,123802.42,11565,10.704921747,1.320971821,0.114221515,2019
Vancouver Island,115338.62,11565,9.973075659,1.230663075,0.106412717,2020
Vancouver Island,115350.96,11560.439787546,9.978077142,1.118904127,0.096787332,2021
Vancouver Island,127663.76,11560.444764970,11.043152975,1.467928978,0.126978590,2022
Fraser,136899.07,19000,7.205214211,1.460713077,0.076879636,2018
Fraser,143221.81,19000,7.53799,1.528176713,0.080430353,2019
Fraser,152106.48,19000,8.005604211,1.622976142,0.085419797,2020
Fraser,153109.52,19000.024111159,8.058385563,1.485162099,0.078166327,2021
Fraser,145226.27,19000.032291745,7.643474904,1.669869743,0.087887732,2022
Fraser,394506.69,30821,12.799931540,4.209386382,0.136575270,2018
Fraser,394442.47,30821,12.797847896,4.208701155,0.136553037,2019
Fraser,407570.21,30821,13.223782810,4.348774141,0.141097763,2020
Fraser,399123.4,30820.950530790,12.949743377,3.871496341,0.125612490,2021
Fraser,444638.72,30820.963800954,14.426502781,5.112633858,0.165881700,2022
Vancouver Island,40854.6,10000,4.08546,0.435918582,0.043591858,2018
Vancouver Island,38308.48,10000,3.830848,0.408751482,0.040875148,2019
Vancouver Island,31825.16,10000,3.182516,0.339574457,0.033957446,2020
Vancouver Island,31773.62,9999.995694436,3.177363368,0.308204063,0.030820420,2021
Vancouver Island,42017.02,10000,4.201702,0.483128503,0.048312850,2022
Vancouver Island,162023.27,14000,11.573090714,1.728788291,0.123484878,2018
Vancouver Island,181778.91,14000,12.984207857,1.939580970,0.138541498,2019
Vancouver Island,167703.06,14000,11.97879,1.789391650,0.127813689,2020
Vancouver Island,162512.61,13999.972444389,11.608066419,1.576372057,0.112598226,2021
Vancouver Island,158078.58,13999.978472170,11.291344506,1.817650744,0.129832396,2022
Vancouver Coastal,232286.17,26850,8.651254004,2.478493434,0.092308880,2018
Vancouver Coastal,248291.24,26850,9.247345996,2.649267531,0.098669182,2019
Vancouver Coastal,248346.88,26850,9.249418250,2.649861210,0.098691293,2020
Vancouver Coastal,225828.64,26849.928699857,8.410772428,2.190537447,0.081584479,2021
Vancouver Coastal,225242.12,26849.940260271,8.388924438,2.589923993,0.096459209,2022
Vancouver Coastal,212257.13,17377,12.214831674,2.264783577,0.130332254,2018
Vancouver Coastal,222683.83,17377,12.814860448,2.376036466,0.136734561,2019
Vancouver Coastal,203020.4,17377,11.683282500,2.166227668,0.124660624,2020
Vancouver Coastal,203056.86,17376.934059424,11.685425018,1.969651217,0.113348604,2021
Vancouver Coastal,185891.57,17376.941541177,10.697600010,2.137455628,0.123005284,2022
Vancouver Coastal,90455.53,11565,7.821489840,0.965160505,0.083455297,2018
Vancouver Coastal,153451.169395736,11565,13.268583605,1.637323977,0.141575787,2019
Vancouver Coastal,92640.01,11565,8.010377000,0.988468907,0.085470723,2020
Vancouver Coastal,95263.42,11564.960629921,8.237245508,0.924055022,0.079901268,2021
Vancouver Coastal,102873.85,11564.965609291,8.895300987,1.182884677,0.102281729,2022
Vancouver Coastal,384463.33,18750,20.504710933,4.102223731,0.218785266,2018
Vancouver Coastal,410408.15,21875,18.761515429,4.379054961,0.200185370,2019
Vancouver Coastal,407051.85,21875,18.608084571,4.343243239,0.198548262,2020
Vancouver Coastal,471033.73,21872.265966754,21.535662136,4.569026427,0.208895888,2021
Vancouver Coastal,468382.43,21872.275384003,21.414435479,5.385648533,0.246231745,2022
Vancouver Island,128414.52,14697,8.737464789,1.370182928,0.093228749,2018
Vancouver Island,118622.95,16388,7.238403100,1.265706876,0.077233761,2019
Vancouver Island,108591.11,16388,6.626257628,1.158667144,0.070702169,2020
Vancouver Island,105173.16,16382.671654232,6.419780743,1.020179484,0.062271863,2021
Vancouver Island,115472.1,16382.678707900,7.048426088,1.327744395,0.081045623,2022
Vancouver Island,155290.91,12978,11.965704269,1.656954010,0.127674065,2018
Vancouver Island,145971.03,12978,11.247575127,1.557510890,0.120011627,2019
Vancouver Island,147827.79,12978,11.390644938,1.577322519,0.121538181,2020
Vancouver Island,144801.92,12978.046789427,11.157450913,1.404578392,0.108227256,2021
Vancouver Island,155065.16,12978.052377211,11.948261225,1.783001236,0.137385887,2022
Interior,52868.273079060,3882,13.618823565,0.564104474,0.145312847,2018
Interior,48986.419191791,3882,12.618861203,0.522685093,0.134643249,2019
Interior,45113.077474556,3882,11.621091570,0.481356537,0.123997047,2020
Interior,32402.23,3881.896652682,8.347009954,0.314301579,0.080965983,2021
Interior,36693.8,3881.898324058,9.452540210,0.421919990,0.108689088,2022
Fraser,27924.26,4400,6.346422727,0.297951854,0.067716330,2018
Fraser,26684.87,4400,6.064743182,0.284727563,0.064710810,2019
Fraser,34108.84,4400,7.752009091,0.363941323,0.082713937,2020
Fraser,34068.03,4399.963661038,7.742798038,0.330459836,0.075105129,2021
Fraser,51477.11,4399.965555472,11.699434769,0.591904402,0.134524781,2022
Vancouver Island,25025.45,1541,16.239746918,0.267021552,0.173278100,2018
Vancouver Island,25303.71,1541,16.420317975,0.269990586,0.175204793,2019
Vancouver Island,18874.826437657,1541,12.248427279,0.201394398,0.130690719,2020
Vancouver Island,25374.67,1540.961415256,16.466778304,0.246134258,0.159727723,2021
Northern,13697.25,2000,6.848625,0.146149658,0.073074829,2018
Northern,12722.59,2000,6.361295,0.135750035,0.067875018,2019
Northern,15930.3,2000,7.96515,0.169976301,0.084988150,2020
Vancouver Coastal,0,69358,0,0,0,2018
Vancouver Coastal,0,69358,0,0,0,2019
Vancouver Coastal,0,69358,0,0,0,2020
Vancouver Coastal,0,69358,0,0,0,2021
Fraser,358234.834336925,36274,9.875801796,3.822365682,0.105374805,2019
Fraser,493327.11,36273.947547895,13.600039239,4.785272178,0.131920359,2021
Fraser,312887.05,35814,8.736445245,3.338504824,0.093217871,2018
Fraser,309316.98,31260,9.894976967,3.300412177,0.105579404,2019
Fraser,357861.88,31260,11.447916827,3.818386260,0.122149273,2020
Fraser,274265.781935484,31258.395850125,8.774147696,2.660377646,0.085109219,2021
Fraser,16033.14,3351,4.784583706,0.171073604,0.051051508,2018
Fraser,19680.23,3351,5.872942405,0.209988054,0.062664295,2019
Fraser,21156.87,3351,6.313598926,0.225743803,0.067366101,2020
Fraser,21379.08,3351.020590930,6.379871272,0.207377042,0.061884741,2021
Fraser,20518.57,3351.022033734,6.123078211,0.235930725,0.070405603,2022
Vancouver Coastal,106095.17,18850,5.628390981,1.132035464,0.060054932,2018
Vancouver Coastal,151781.797999739,18850,8.052084775,1.619511785,0.085915745,2019
Vancouver Coastal,108504.44,18850,5.756203714,1.157742375,0.061418694,2020
Vancouver Coastal,101120.27,18849.975199950,5.364477615,0.980866457,0.052035424,2021
Vancouver Coastal,109340.86,18849.983315932,5.800581261,1.257244945,0.066697404,2022
Interior,220799.87,19600,11.265299490,2.355934613,0.120200746,2018
Interior,210357.51,14500,14.507414483,2.244514632,0.154794113,2019
Interior,202228.07,14500,13.946763448,2.157773507,0.148811966,2020
Interior,201919.25,14498.987331308,13.926438129,1.958616402,0.135086428,2021
Interior,214554.01,14498.993573943,14.797855376,2.467027829,0.170151660,2022
Vancouver Coastal,222763.83,30646,7.268936566,2.376890066,0.077559553,2018
Vancouver Coastal,246764.19,30646,8.052084775,2.632973907,0.085915745,2019
Vancouver Coastal,244353.26,30646,7.973414475,2.607249284,0.085076332,2020
Vancouver Coastal,234424.83,30646,7.649442994,2.273920476,0.074199585,2021
Vancouver Coastal,254493.19,21000.398264857,12.118493506,2.926264496,0.139343286,2022
Vancouver Coastal,310715.87,19518,15.919452300,3.315338333,0.169860556,2018
Vancouver Coastal,258976.214808991,19518,13.268583605,2.763276212,0.141575787,2019
Vancouver Coastal,249577.84,19518,12.787060150,2.662995553,0.136437932,2020
Vancouver Coastal,250066.99,19517.983480411,12.812132475,2.425649403,0.124277665,2021
