Region,Consumption (ekWh),Floor area (ft2),EUI (kW/ft2),Emission (tCO2e),Emissions per Floor Area (KgCO2e/sq. ft),Reporting Year
Vancouver Island,11002.63,3055.983122181,3.600356926,0.126512641,0.041398344,2022
Fraser,37856.57,2956,12.806688092,0.403929602,0.136647362,2019
Fraser,33184.657729399,2956,11.226203562,0.354080298,0.119783592,2020
Fraser,34602.34,2955.985078637,11.705857465,0.335642643,0.113546799,2021
Fraser,33338.92,2955.986351356,11.278441791,0.383344238,0.129684035,2022
Fraser,13185.22,2409,5.473316729,0.140686297,0.058400289,2018
Fraser,14678.78,2409,6.093308427,0.156622583,0.065015601,2019
Fraser,18000.55,2409,7.472208385,0.192065868,0.079728463,2020
Fraser,25234.509879811,2408.963151260,10.475257733,0.244774705,0.101609983,2021
Fraser,15576.16,2408.964188455,6.465915963,0.179100918,0.074347688,2022
Vancouver Island,30033.4,3562,8.431611454,0.320456378,0.089965294,2018
Vancouver Island,36112.48,3562,10.138259405,0.385320162,0.108175228,2019
Vancouver Island,47780.71,3562,13.414011791,0.509820176,0.143127506,2020
Vancouver Island,40391.56,3561.993235098,11.339594809,0.391798067,0.109994052,2021
Vancouver Island,32386.46,3561.994768737,9.092225593,0.372392472,0.104546047,2022
Vancouver Island,14197.41,2869,4.948556988,0.151486365,0.052801103,2018
Vancouver Island,11229.68,2869,3.914144301,0.119820686,0.041763920,2019
Vancouver Island,12384.97,2869,4.316824678,0.132147630,0.046060519,2020
Vancouver Island,12370.27,2869.012682470,4.311681881,0.119991599,0.041823307,2021
Vancouver Island,12702.07,2869.013917742,4.427329516,0.146053482,0.050907206,2022
Vancouver Island,6496.42,3240,2.005067901,0.069316801,0.021394075,2018
Vancouver Island,8943.48,3240,2.760333333,0.095426932,0.029452757,2019
Vancouver Island,32231.61,3240,9.948027778,0.343911279,0.106145456,2020
Vancouver Island,20739.39,3240.044674534,6.400958037,0.201172050,0.062089283,2021
Vancouver Island,23899.66,3240.046069556,7.376333388,0.274807851,0.084816032,2022
Fraser,28487.7,2306,12.353729402,0.303963759,0.131814293,2018
Fraser,32404.07,2306,14.052068517,0.345751427,0.149935571,2019
Fraser,36821.82,2306,15.967831743,0.392888819,0.170376765,2020
Fraser,32729.12,2305.952528572,14.193319071,0.317472412,0.137675172,2021
Fraser,34121.74,2305.953521415,14.797236667,0.392345415,0.170144546,2022
Vancouver Coastal,13970.84,1612,8.666774194,0.149068863,0.092474481,2018
Vancouver Coastal,12926.58,1612,8.018970223,0.137926609,0.085562412,2019
Vancouver Coastal,14333.03,1612,8.891457816,0.152933430,0.094871855,2020
Vancouver Coastal,12621.11,1612.003224006,7.829457046,0.122424747,0.075945721,2021
Vancouver Coastal,14466.5,1612.003918065,8.974233771,0.166341604,0.103189330,2022
Fraser,21747.48,2233,9.739131214,0.232045612,0.103916530,2018
Fraser,20267.48,2233,9.076345723,0.216254012,0.096844609,2019
Fraser,21098.13,2233,9.448334080,0.225117047,0.100813725,2020
Fraser,19778.5,2232.973215946,8.857473013,0.191851418,0.085917474,2021
Fraser,19276.03,2232.974177368,8.632446445,0.221643503,0.099259322,2022
Fraser,18388.3,3152,5.833851523,0.196203161,0.062247196,2018
Fraser,17330.06,3152,5.498115482,0.184911740,0.058664892,2019
Fraser,21121.74,3152,6.701059645,0.225368966,0.071500306,2020
Fraser,19346.42,3151.995887325,6.137831613,0.187660243,0.059536957,2021
Fraser,19784.63,3151.997244438,6.276855107,0.227491590,0.072173791,2022
Vancouver Coastal,14304.77,3723,3.842269675,0.152631896,0.040997017,2018
Vancouver Coastal,13863.33,3723,3.723698630,0.147921731,0.039731864,2019
Vancouver Coastal,14728.73,3723,3.956145582,0.157155549,0.042212073,2020
Vancouver Coastal,13803.57,3723.021334932,3.707625812,0.133894607,0.035963964,2021
Vancouver Coastal,14720.64,3723.022937903,3.953948242,0.169263807,0.045464078,2022
Northern,10762.39,1283,8.388456742,0.114834701,0.089504833,2018
Northern,8966,1283,6.988308652,0.09566722,0.074565253,2019
Northern,8582.07,1283,6.689064692,0.091570687,0.071372320,2020
Northern,9252.14,1282.950482568,7.211611146,0.089745743,0.069952617,2021
Northern,9533.88,1282.951034950,7.431211122,0.109624366,0.085447038,2022
Fraser,23286.78,2200,10.5849,0.248469943,0.112940883,2018
Fraser,21055.56,2200,9.570709091,0.224662825,0.102119466,2019
Fraser,21275.23,2200,9.670559091,0.227006704,0.103184866,2020
Fraser,20166,2200.035650071,9.166215102,0.195610168,0.088912272,2021
Fraser,19743.88,2200.036597311,8.974341620,0.227023030,0.103190570,2022
Interior,23630.32,2740,8.624204380,0.252135514,0.092020261,2018
Interior,26336.87,2740,9.611996350,0.281014403,0.102560001,2019
Interior,29246.73,2740,10.673989051,0.312062609,0.113891463,2020
Interior,27974.7,2739.953396573,10.209918181,0.271354545,0.099036190,2021
Interior,28001.67,2739.954576278,10.219757014,0.321974402,0.117510854,2022
Vancouver Coastal,10231.25,1911,5.353872318,0.109167438,0.057125818,2018
Vancouver Coastal,13126.01,1911,6.868660387,0.140054527,0.073288606,2019
Vancouver Coastal,14651.09,1911,7.666713762,0.156327130,0.081803836,2020
Vancouver Coastal,13238.72,1911.024655383,6.927550601,0.128415563,0.067197230,2021
Vancouver Coastal,13958.16,1911.025478187,7.304015650,0.160496507,0.083984494,2022
Vancouver Coastal,23092.48,2637,8.757102768,0.246396762,0.093438287,2018
Vancouver Coastal,27490.33,2637,10.424850209,0.293321821,0.111233152,2019
Vancouver Coastal,39598.84,2637,15.016624953,0.422519623,0.160227388,2020
Vancouver Coastal,30538.04,2637.050412990,11.580377777,0.296218939,0.112329646,2021
Vancouver Coastal,26005.65,2637.051548389,9.861638850,0.299023366,0.113393068,2022
Interior,30341.4,2171,13.975771534,0.323742738,0.149121482,2018
Interior,26899.71,2171,12.390469830,0.287019906,0.132206313,2019
Interior,33872.71,2171,15.602353754,0.361421816,0.166477115,2020
Interior,26573.69,2170.973091946,12.240451113,0.257764750,0.118732356,2021
Interior,27292.22,2170.974026673,12.571417099,0.313816862,0.144551182,2022
Interior,11196.38,1285,8.713136187,0.119465375,0.092969163,2018
Interior,10869.15,1285,8.458482490,0.115973830,0.090252008,2019
Interior,10637.61,1285,8.278295720,0.113503299,0.088329415,2020
Interior,10463.81,1284.995625547,8.143070523,0.101498940,0.078987771,2021
Interior,10892.56,1284.996178810,8.476725596,0.125247012,0.097468782,2022
Vancouver Island,20876.61,2264,9.221117491,0.222753429,0.098389324,2018
Vancouver Island,21755.64,2264,9.609381625,0.232132679,0.102532102,2019
Vancouver Island,23601.45,2264,10.424668728,0.251827472,0.111231215,2020
Vancouver Island,19246.14,2263.973277947,8.501045568,0.186687527,0.082460128,2021
Vancouver Island,20598.69,2263.973277947,9.098468697,0.199807260,0.088255132,2021
Vancouver Island,19074.93,2263.974252715,8.425418256,0.219331175,0.096878829,2022
Vancouver Island,13658.98,2500,5.463592,0.145741317,0.058296527,2018
Vancouver Island,11458,2500,4.5832,0.12225686,0.048902744,2019
Vancouver Island,15706.98,2500,6.282792,0.167593477,0.067037391,2020
Vancouver Island,15707.142305785,2500.025833385,6.282792,0.152359255,0.060943072,2021
Vancouver Island,17756.6,2500.026909788,7.102563549,0.204172489,0.081668117,2022
Vancouver Island,17062.81,2588,6.593048686,0.182060183,0.070347829,2018
Vancouver Island,17360.31,2588,6.708002318,0.185234508,0.071574385,2019
Vancouver Island,19085.13,2588,7.374470634,0.203638337,0.078685602,2020
Vancouver Island,16307.59,2587.966981490,6.301313006,0.158183597,0.061122726,2021
Vancouver Island,15508.24,2587.968095756,5.992438634,0.178319947,0.068903456,2022
Northern,27503.34,2885,9.533220104,0.293460638,0.101719459,2018
Northern,27335.33,2885,9.474984402,0.291667971,0.101098084,2019
Northern,38099.42,2885,13.206038128,0.406520811,0.140908427,2020
Northern,22789.85,2885.050908991,7.899288685,0.221061509,0.076623088,2021
Northern,23260.26,2885.052151168,8.062336062,0.267455774,0.092703965,2022
Northern,9372.46,3192,2.936234336,0.100004148,0.031329620,2018
Northern,13153.42,3192,4.120745614,0.140346991,0.043968356,2019
Northern,31397.842634794,3192,9.836416866,0.335014981,0.104954568,2020
Northern,13966.72,3192.037634075,4.375487260,0.135477162,0.042442219,2021
Northern,13194.51,3192.039008428,4.133567906,0.151715754,0.047529417,2022
Vancouver Island,42113.5,2098,20.073164919,0.449351045,0.214180670,2018
Vancouver Island,49995,2098,23.829837941,0.53344665,0.254264371,2019
Vancouver Island,51732.39,2097.993779321,24.658028308,0.501804100,0.239182835,2021
Vancouver Island,50457.04,2097.994682626,24.050127685,0.580175229,0.276537988,2022
Fraser,12944.83,2625,4.931363810,0.138121336,0.052617652,2018
Fraser,13183.23,2625,5.022182857,0.140665064,0.053586691,2019
Fraser,14167.74,2625,5.397234286,0.151169786,0.057588490,2020
Fraser,4353.4,2624.994833323,1.658441359,0.042227973,0.016086879,2021
Fraser,4011.09,2624.995963532,1.528036635,0.046121117,0.017569976,2022
Vancouver Coastal,13570.13,2606,5.207264006,0.144793287,0.055561507,2018
Vancouver Coastal,11645.92,2606,4.468887183,0.124261966,0.047683026,2019
Vancouver Coastal,17434.91,2606,6.690295472,0.186030490,0.071385453,2020
Vancouver Coastal,15063,2606.050350990,5.780011117,0.146111076,0.056066099,2021
Vancouver Coastal,14324.65,2606.051473042,5.496687287,0.164710556,0.063203109,2022
Fraser,194464.35,27499.961249923,7.071440873,1.886303884,0.068592965,2021
Fraser,210735.37,27499.973090212,7.663111862,2.423119578,0.088113525,2022
Vancouver Coastal,31517.87,2253,13.989289836,0.336295673,0.149265723,2018
Vancouver Coastal,30653.36,2253,13.605574789,0.327071351,0.145171483,2019
Vancouver Coastal,41263.55,2253,18.314935641,0.440282079,0.195420363,2020
Vancouver Coastal,29117.25,2252.994089322,12.923802214,0.282437278,0.125360861,2021
Vancouver Coastal,30681.96,2252.995059363,13.618298838,0.352793449,0.156588647,2022
Interior,20198.21,1398,14.447932761,0.215514901,0.154159443,2018
Interior,20157.55,1398,14.418848355,0.215081059,0.153849112,2019
Interior,20873.81,1398,14.931194564,0.222723553,0.159315846,2020
Interior,22538.13,1398.016684922,16.121502871,0.218619825,0.156378552,2021
Interior,23272.49,1398.017286848,16.646782711,0.267596399,0.191411366,2022
Interior,17812.02,1596,11.160413534,0.190054253,0.119081612,2018
Interior,19044.74,1596,11.932794486,0.203207376,0.127322917,2019
Interior,22137.1,1596,13.870363409,0.236202857,0.147996778,2020
Interior,17863.93,1595.964997486,11.193184079,0.173280092,0.108573868,2021
Interior,16935.08,1595.965684639,10.611180530,0.194726324,0.122011598,2022
Vancouver Coastal,12080.46,2881,4.193148212,0.128898508,0.044740891,2018
Vancouver Coastal,11188.51,2881,3.883550850,0.119381402,0.041437488,2019
Vancouver Coastal,14850.73,2881,5.154713641,0.158457289,0.055000795,2020
Vancouver Coastal,11980.18,2880.960623032,4.158397690,0.116207727,0.040336451,2021
Vancouver Coastal,12141.64,2880.961863449,4.214439682,0.139609433,0.048459313,2022
Vancouver Coastal,14022.67,2001,7.007831084,0.149621889,0.074773558,2018
Vancouver Coastal,12017.68,2001,6.005837081,0.128228646,0.064082282,2019
Vancouver Coastal,14297.61,2001,7.145232384,0.152555499,0.076239630,2020
Vancouver Coastal,15881.2,2001.010946466,7.936588267,0.154047615,0.076984893,2021
Vancouver Coastal,18844.71,2001.011808015,9.417590603,0.216684013,0.108287224,2022
Vancouver Coastal,27278.14,3588,7.602603122,0.291057754,0.081119775,2018
Vancouver Coastal,31158.31,3588,8.684032887,0.332459168,0.092658631,2019
Vancouver Coastal,35956.34,3588,10.021276477,0.383654148,0.106927020,2020
Vancouver Coastal,27767.95,3588.041898306,7.739026128,0.269349071,0.075068541,2021
Vancouver Coastal,33894.76,3588.043443161,9.446585733,0.389735508,0.108620621,2022
Vancouver Coastal,14424.09,3362,4.290330161,0.153905040,0.045777823,2018
Vancouver Coastal,15195,3362,4.519631172,0.16213065,0.048224465,2019
Vancouver Coastal,19524.21,3362,5.807320048,0.208323321,0.061964105,2020
Vancouver Coastal,16838.03,3361.999779555,5.008337628,0.163328864,0.048580867,2021
Vancouver Coastal,16943.34,3362.001227086,5.039659077,0.194821301,0.057948016,2022
Northern,40986.95,4776,8.581857203,0.437330756,0.091568416,2018
Northern,35799.22,4776,7.495649079,0.381977677,0.079978576,2019
Northern,39740.52,4776,8.320879397,0.424031348,0.088783783,2020
Northern,37533.86,4775.947051894,7.858935535,0.364078382,0.076231662,2021
Northern,37585.87,4775.949108210,7.869822133,0.432177368,0.090490363,2022
Vancouver Coastal,10282.35,2568,4.004030374,0.109712674,0.042723004,2018
Vancouver Coastal,8197.18,2568,3.192048287,0.087463911,0.034059155,2019
Vancouver Coastal,7985.45,2568,3.109598910,0.085204751,0.033179420,2020
Vancouver Coastal,7287.89,2568.053747219,2.837903999,0.070692521,0.027527664,2021
Vancouver Coastal,8306.78,2568.054852911,3.234658321,0.095514679,0.037193395,2022
Vancouver Coastal,10307.27,2520,4.090186508,0.109978571,0.043642290,2018
Vancouver Coastal,9626.85,2520,3.820178571,0.102718489,0.040761305,2019
Vancouver Coastal,13142.73,2520,5.215369048,0.140232929,0.055647988,2020
Vancouver Coastal,9448.69,2520.046706760,3.749410666,0.091652278,0.036369277,2021
Vancouver Coastal,10192.03,2520.047791783,4.044379648,0.117192038,0.046503895,2022
Vancouver Coastal,16059.26,2523,6.365144669,0.171352304,0.067916094,2018
Vancouver Coastal,15932.35,2523,6.314843440,0.169998174,0.067379380,2019
Vancouver Coastal,18618.77,2523,7.379615537,0.198662276,0.078740498,2020
Vancouver Coastal,16221.35,2522.952962573,6.429509484,0.157347069,0.062366232,2021
Vancouver Coastal,16553.41,2522.954048847,6.561122272,0.190337730,0.075442408,2022
Fraser,29883.96,2289,13.055465269,0.318861853,0.139301814,2018
Fraser,25533,2289,11.154652687,0.27243711,0.119020144,2019
Fraser,31254.18,2289,13.654076016,0.333482101,0.145688991,2020
Fraser,30589.46,2289.053189217,13.363367939,0.296717713,0.129624648,2021
Fraser,26958.96,2289.054174784,11.777335939,0.309984906,0.135420520,2022
Fraser,38746.89,3943,9.826753741,0.413429316,0.104851462,2018
Fraser,34807.95,3943,8.827783414,0.371400826,0.094192449,2019
Fraser,41736.41,3943,10.584937865,0.445327495,0.112941287,2020
Fraser,35354.247420978,3375.024111159,10.475257733,0.342936143,0.101609983,2021
Fraser,29844.677985948,3379.869326071,8.830127767,0.343166045,0.101532341,2022
Vancouver Coastal,21100.1,3077,6.857361066,0.225138067,0.073168043,2018
Vancouver Coastal,15802.27,3077,5.135609360,0.168610221,0.054796952,2019
Vancouver Coastal,19752.91,3077,6.419535262,0.210763550,0.068496441,2020
Vancouver Coastal,17197.06,3076.971431721,5.588956668,0.166811454,0.054212871,2021
Vancouver Coastal,15708.74,3076.972756531,5.105258071,0.180625376,0.058702299,2022
Vancouver Coastal,38621.65,2873,13.442969022,0.412093005,0.143436479,2018
Vancouver Coastal,44610.31,2873,15.527431257,0.475992008,0.165677692,2019
Vancouver Coastal,65569.83,2873,22.822774104,0.699630086,0.243519000,2020
Vancouver Coastal,39390.793025254,2872.995329324,13.710705556,0.382090629,0.132993822,2021
Vancouver Coastal,34299.97,2872.996566311,11.938743820,0.394394775,0.137276452,2022
Vancouver Coastal,17927.9,2826,6.343913659,0.191290693,0.067689559,2018
Vancouver Coastal,18281.67,2826,6.469097665,0.195065419,0.069025272,2019
Vancouver Coastal,19032,2826,6.734607219,0.20307144,0.071858259,2020
Vancouver Coastal,18018.55,2825.957040803,6.376087725,0.174779906,0.061848041,2021
Vancouver Coastal,27468.94,2825.958257537,9.720221425,0.315848860,0.111766994,2022
Fraser,25036.88,4957,5.050812992,0.267143510,0.053892175,2018
Fraser,24257.91,4957,4.893667541,0.258831900,0.052215433,2019
Fraser,55648.291057046,4957,11.226203562,0.593767266,0.119783592,2020
Fraser,51925.810946607,4956.996025103,10.475257733,0.503680283,0.101609983,2021
Fraser,27972.41,4956.998159371,5.643013998,0.321637959,0.064885632,2022
Vancouver Island,17913.16,1989,9.006113625,0.191133417,0.096095232,2018
Vancouver Island,19511.97,1989,9.809939668,0.208192720,0.104672056,2019
Vancouver Island,23412.19,1989,11.770834590,0.249808067,0.125594805,2020
Vancouver Island,17965.51,1988.955366800,9.032636076,0.174265418,0.087616555,2021
Vancouver Island,33584.26,1988.956223157,16.885369124,0.386165255,0.194154728,2022
Fraser,102154.63,17640,5.791078798,1.089989902,0.061790811,2018
Fraser,106912.66,17640,6.060808390,1.140758082,0.064668826,2019
Fraser,110254.73,17640,6.250268141,1.176417969,0.066690361,2020
Fraser,113877.21,17640.004030008,6.455622675,1.104608755,0.062619530,2021
Fraser,107460.04,17640.011625028,6.091834988,1.235618524,0.070046355,2022
Fraser,38952.34,2622,14.855964912,0.415621468,0.158513146,2018
Fraser,37140.15,2622,14.164816934,0.396285400,0.151138597,2019
Fraser,52684.146257576,2622,20.093114515,0.562139841,0.214393532,2020
Fraser,38457.41,2621.980938406,14.667311054,0.373036815,0.142272894,2021
Fraser,44994.58,2621.982067318,17.160521638,0.517365679,0.197318542,2022
Vancouver Island,71383.25,4364,16.357298350,0.761659277,0.174532373,2018
Vancouver Island,38800.38,4364,8.891012832,0.414000055,0.094867107,2018
Vancouver Island,75654.19,4364,17.335973877,0.807230207,0.184974841,2019
Vancouver Island,78630.97,4364,18.018095784,0.838992450,0.192253082,2020
Vancouver Island,79543.53,4364.012200247,18.227155734,0.771572114,0.176803381,2021
Vancouver Island,86863.07,4364.014079201,19.904397287,0.998786324,0.228868722,2022
Vancouver Island,42056.13,2000,21.028065,0.448738907,0.224369454,2019
Vancouver Island,48689.81,2000,24.344905,0.519520273,0.259760136,2020
Vancouver Island,38654.15,2000.042194529,19.326667260,0.374945193,0.187468642,2021
Vancouver Island,44235.62,2000.043055660,22.117333862,0.508638853,0.254313952,2022
Interior,25102.85,1123,22.353383793,0.267847410,0.238510605,2018
Interior,26823.84,1123,23.885877115,0.286210373,0.254862309,2019
Interior,7470,1123,6.651825467,0.01932489,0.017208272,2020
Interior,24199.51,1122.998773775,21.549008392,0.234735208,0.209025347,2021
Interior,23368.71,1122.999257290,20.809194528,0.268702775,0.239272442,2022
Vancouver Coastal,26196.03,3223,8.127840521,0.279511640,0.086724058,2018
Vancouver Coastal,29204.95,3223,9.061417934,0.311616817,0.096685329,2019
Vancouver Coastal,33117.1,3223,10.275240459,0.353359457,0.109636816,2020
Vancouver Coastal,24866.29,3223.037696075,7.715171942,0.241202973,0.074837155,2021
Vancouver Coastal,27016.96,3223.039083776,8.382448769,0.310651813,0.096384749,2022
Vancouver Coastal,11172.81,1924,5.807073805,0.119213883,0.061961477,2018
Vancouver Coastal,13623.74,1924,7.080945946,0.145365306,0.075553693,2019
Vancouver Coastal,16314.73,1924,8.479589397,0.174078169,0.090477219,2020
Vancouver Coastal,10465.95,1924.048986987,5.439544456,0.101519698,0.052763573,2021
Vancouver Coastal,13965.97,1924.049815399,7.258632229,0.160586309,0.083462657,2022
Fraser,19911.31,2372,8.394312816,0.212453678,0.089567318,2018
Fraser,20322.21,2372,8.567542159,0.216837981,0.091415675,2019
Fraser,20330.71,2372,8.571125632,0.216928676,0.091453910,2020
Fraser,20546,2372.042938530,8.661731905,0.199296167,0.084018786,2021
Fraser,19833.49,2372.043959829,8.361350100,0.228053401,0.096142148,2022
Fraser,28162.67,2299,12.249965202,0.300495689,0.130707129,2018
Fraser,27033,2299,11.758590692,0.28844211,0.125464163,2019
Fraser,25897.65,2299,11.264745542,0.276327926,0.120194835,2020
Fraser,26003.48,2298.955986801,11.310995143,0.252233714,0.109716635,2021
Fraser,24766.63,2298.956976632,10.772985424,0.284776618,0.123872096,2022
Fraser,26275.91,2279,11.529578763,0.280363960,0.123020605,2018
Fraser,24976.63,2279,10.959469065,0.266500642,0.116937535,2019
Fraser,26859.68,2279,11.785730584,0.286592786,0.125753745,2020
Fraser,23873.560218286,2279.042752530,10.475257733,0.231573496,0.101609983,2021
Fraser,25127.49,2279,11.025664765,0.268110318,0.117643843,2018
Fraser,20955.49,2279,9.195037297,0.223595078,0.098111048,2019
Fraser,24344.9,2279,10.682272927,0.259760083,0.113979852,2020
Fraser,23873.560218286,2279.042752530,10.475257733,0.231573496,0.101609983,2021
Fraser,30270.46,2485,12.181271630,0.322985808,0.129974168,2018
Fraser,30299.88,2485,12.193110664,0.323299720,0.130100491,2019
Fraser,37993.16,2485,15.288997988,0.405387017,0.163133609,2020
Fraser,49551.17,2484.956358802,19.940458843,0.480646270,0.193422419,2021
Fraser,55515.98,2484.957428716,22.340817335,0.638344944,0.256883654,2022
Interior,27453.06,2400,11.438775,0.292924150,0.122051729,2018
Interior,23421.79,2400,9.759079167,0.249910499,0.104129375,2019
Interior,22337.09,2400,9.307120833,0.238336750,0.099306979,2020
Interior,25459.6,2400.029105614,10.608038019,0.246958079,0.102897952,2021
Interior,26600.97,2400.030138962,11.083598313,0.305868593,0.127443647,2022
Fraser,28895.18,2299,12.568586342,0.308311571,0.134106816,2018
Fraser,26740,2299,11.631143976,0.2853158,0.124104306,2019
Fraser,23184.21,2299,10.084475859,0.247375521,0.107601357,2020
Fraser,26949.56,2298.955986801,11.722521072,0.261410689,0.113708436,2021
Fraser,19497.89,2298.956976632,8.481189600,0.224194538,0.097520110,2022
Vancouver Island,24115.05,1787,13.494711807,0.257307583,0.143988575,2018
Vancouver Island,25905.74,1787,14.496776721,0.276414246,0.154680608,2019
Vancouver Island,42857.42,1787,23.982887521,0.457288671,0.255897410,2020
Vancouver Island,28417.313130023,1787.024407382,15.902028541,0.275647892,0.154249651,2021
Vancouver Island,33543.17,1787.025176797,18.770395871,0.385692786,0.215829520,2022
Fraser,17451.08,2296,7.600644599,0.186203024,0.081098878,2018
Fraser,17408.58,2296,7.582134146,0.185749549,0.080901371,2019
Fraser,17745.1,2296,7.728702091,0.189340217,0.082465251,2020
Fraser,19364.16,2296.049730988,8.433684924,0.187832321,0.081806730,2021
Fraser,19300.49,2296.050719568,8.405951069,0.221924754,0.096654988,2022
Northern,12641.35,2184,5.788163919,0.134883204,0.061759709,2018
Northern,10440.73,2184,4.780554029,0.111402589,0.051008511,2019
Northern,21482.734434333,2184,9.836416866,0.229220776,0.104954568,2020
Northern,17439.895874630,2183.997423550,7.985309729,0.169166962,0.077457492,2021
Northern,8825.44,2183.998363885,4.040955408,0.101478439,0.046464522,2022
Vancouver Coastal,19339.88,2741,7.055775265,0.206356520,0.075285122,2018
Vancouver Coastal,18634.91,2741,6.798580810,0.198834490,0.072540857,2019
Vancouver Coastal,18252.77,2741,6.659164538,0.194757056,0.071053286,2020
Vancouver Coastal,16666.29,2741.029787615,6.080302401,0.161662986,0.058978924,2021
Vancouver Coastal,16148.64,2741.030967784,5.891447484,0.185683522,0.067742220,2022
Fraser,20644.8,2267,9.106660785,0.220280016,0.097168071,2018
Fraser,21066.45,2267,9.292655492,0.224779022,0.099152634,2019
Fraser,23849.03,2267,10.520083811,0.254469150,0.112249294,2020
Fraser,21783.17,2266.987172863,9.608863368,0.211296714,0.093205959,2021
Fraser,23168.24,2266.988148930,10.219832870,0.266397691,0.117511726,2022
Interior,30186.58,2352,12.834430272,0.322090809,0.136943371,2018
Interior,32449.29,2352,13.796466837,0.346233924,0.147208301,2019
Interior,29112,2352,12.377551020,0.075312744,0.032020724,2020
Interior,32443.15,2352.022065155,13.793726887,0.314698503,0.133799129,2021
Interior,32307,2352.023077834,13.735834612,0.371478809,0.157940121,2022
Interior,44287.5,2387,18.553623796,0.472547625,0.197967166,2018
Interior,21422.872224766,2387,8.974810316,0.228582047,0.095761226,2019
Interior,24802.624965919,2387,10.390710082,0.064164391,0.026880767,2020
Interior,39179.02,2387.004774010,16.413465288,0.380036431,0.159210587,2021
Interior,39218.25,2387.005801750,16.429893036,0.450947126,0.188917482,2022
Fraser,23795.02,2394,9.939440267,0.253892863,0.106053828,2018
Fraser,22214.01,2394,9.279035088,0.237023487,0.099007304,2019
Fraser,22767.72,2394,9.510325815,0.242931572,0.101475176,2020
Fraser,26678.01,2394.001315780,11.143690617,0.258776654,0.108093781,2021
Fraser,29330.87,2394.002346533,12.251813388,0.337258076,0.140876251,2022
Fraser,31925.41,2157,14.800839128,0.340644125,0.157924954,2018
Fraser,30327.91,2157,14.060227167,0.323598800,0.150022624,2019
Fraser,38467.86,2157,17.833963839,0.410452066,0.190288394,2020
Fraser,33345.96,2156.980008404,15.459559138,0.323455759,0.149957699,2021
Fraser,26470.01,2156.980937106,12.271786711,0.304362763,0.141105912,2022
Interior,31769.27,2325,13.664202151,0.338978111,0.145797037,2018
Interior,29695.63,2325,12.772313978,0.316852372,0.136280590,2019
Interior,31844.53,2325,13.696572043,0.082381799,0.035433032,2020
Interior,25355.4,2325.004650009,10.905526576,0.245947339,0.105783590,2021
Interior,24918.26,2325.005651055,10.717505133,0.286520121,0.123234161,2022
Vancouver Island,25435.22,2282,11.146021034,0.271393797,0.118928044,2018
Vancouver Island,24170.74,2282,10.591910605,0.257901796,0.113015686,2019
Vancouver Island,22632.97,2282,9.918041192,0.241493790,0.105825500,2020
Vancouver Island,24181.88,2281.949008342,10.597029080,0.234564197,0.102791165,2021
Vancouver Island,24307.41,2281.949990851,10.652034487,0.279496323,0.122481353,2022
Vancouver Island,43438.98,1491.985622860,29.114878411,0.421358036,0.282414274,2021
Vancouver Island,54486.37,2590,21.037208494,0.581369568,0.224467015,2018
Vancouver Island,54342,2590,20.981467181,0.57982914,0.223872255,2019
Vancouver Island,69073.03,2590,26.669123552,0.737009230,0.284559548,2020
Vancouver Island,54514.73,2590.012124469,21.048059770,0.528792794,0.204166146,2021
Vancouver Island,55862.23,2590.013239616,21.568318318,0.642326265,0.248001151,2022
Vancouver Island,30624.41,2234,13.708330349,0.326762455,0.146267885,2018
Vancouver Island,29162.68,2234,13.054019696,0.311165796,0.139286390,2019
Vancouver Island,40059.29,2234,17.931642793,0.427432624,0.191330629,2020
Vancouver Island,29047.91,2234.049606988,13.002356756,0.281764681,0.126122840,2021
Vancouver Island,28677.85,2234.050568873,12.836705847,0.329749390,0.147601579,2022
Vancouver Coastal,25961.2,3126,8.304926424,0.277006004,0.088613565,2018
Vancouver Coastal,20581.94,3126,6.584113884,0.219609300,0.070252495,2019
Vancouver Coastal,27213.87,3126,8.705652591,0.290371993,0.092889313,2020
Vancouver Coastal,22513.25,3125.947224117,7.202056972,0.218378489,0.069859941,2021
Vancouver Coastal,20419.13,3125.948570014,6.532138819,0.234787324,0.075109145,2022
Vancouver Island,43139.21,1637,26.352602321,0.460295371,0.281182267,2018
Vancouver Island,38672,1636.975496173,23.624055516,0.375118338,0.229153301,2021
Vancouver Island,37598.28,1636.976200984,22.968128661,0.432320063,0.264096731,2022
Fraser,33398.27,2551,13.092226578,0.356359541,0.139694058,2018
Fraser,32254,2551,12.643669149,0.34415018,0.134907950,2019
Fraser,36777.1,2551,14.416738534,0.392411657,0.153826600,2020
Fraser,33212.25,2551.046768760,13.019067469,0.322158772,0.126284934,2021
Fraser,28662.72,2551.047867130,11.235665300,0.329575420,0.129192174,2022
Fraser,35578.94,2300,15.469104348,0.379627290,0.165055343,2018
Fraser,24911.19,2300,10.830952174,0.265802397,0.115566260,2019
Fraser,27544.45,2300,11.975847826,0.293899281,0.127782296,2020
Fraser,27800.3,2300.032377843,12.086916805,0.269662866,0.117243074,2021
Fraser,28556.42,2300.033368137,12.415654658,0.328353140,0.142760164,2022
Interior,38556.28,2195,17.565503417,0.411395508,0.187423921,2018
Interior,33667.53,2195,15.338282460,0.359232545,0.163659474,2019
Interior,29282.82,2195,13.340692483,0.075754655,0.034512371,2020
